local_equipo,local_totalShots,local_shotsOnTarget,local_wonCorners,local_possessionPct,local_foulsCommitted,local_yellowCards,local_redCards,local_offsides,local_saves,local_blockedShots,visita_equipo,visita_totalShots,visita_shotsOnTarget,visita_wonCorners,visita_possessionPct,visita_foulsCommitted,visita_yellowCards,visita_redCards,visita_offsides,visita_saves,visita_blockedShots,event_id,fecha,temporada
Huachipato,20.0,8.0,10.0,58.6,11.0,1.0,0.0,0.0,4.0,3.0,Ñublense,7.0,4.0,2.0,41.4,10.0,2.0,0.0,0.0,8.0,0.0,696951,2024-11-10 15:00:00,2024
O'Higgins,13.0,2.0,2.0,44.1,21.0,4.0,0.0,0.0,3.0,5.0,Cobreloa,22.0,6.0,6.0,55.9,6.0,4.0,0.0,0.0,2.0,4.0,696952,2024-11-10 15:00:00,2024
Palestino,9.0,2.0,4.0,56.7,7.0,1.0,0.0,0.0,3.0,3.0,Audax Italiano,18.0,3.0,7.0,43.3,9.0,3.0,0.0,0.0,0.0,7.0,696953,2024-11-10 15:00:00,2024
Unión La Calera,14.0,4.0,1.0,44.0,7.0,3.0,0.0,0.0,4.0,1.0,Cobresal,10.0,4.0,5.0,56.0,12.0,4.0,1.0,0.0,1.0,1.0,696956,2024-11-10 15:00:00,2024
Copiapó,8.0,3.0,0.0,25.2,13.0,1.0,0.0,0.0,6.0,0.0,Colo Colo,25.0,8.0,6.0,74.8,10.0,1.0,0.0,0.0,2.0,6.0,696949,2024-11-10 19:00:00,2024
Universidad de Chile,22.0,8.0,9.0,57.7,10.0,1.0,2.0,0.0,4.0,7.0,Everton CD,10.0,5.0,9.0,42.3,16.0,4.0,0.0,0.0,7.0,1.0,696955,2024-11-10 19:00:00,2024
Deportes Iquique,9.0,4.0,6.0,68.4,13.0,2.0,0.0,0.0,5.0,3.0,Coquimbo Unido,13.0,7.0,4.0,31.6,7.0,2.0,0.0,0.0,4.0,4.0,731064,2025-02-15 00:00:00,2025
O'Higgins,,,,,,,,,,,Huachipato,,,,,,,,,,,731067,2025-02-15 21:00:00,2025
Palestino,,,,,,,,,,,Cobresal,,,,,,,,,,,731068,2025-02-15 21:00:00,2025
Universidad de Chile,,,,,,,,,,,Ñublense,,,,,,,,,,,731070,2025-02-15 23:30:00,2025
La Serena,,,,,,,,,,,Colo Colo,,,,,,,,,,,731066,2025-02-16 15:00:00,2025
Deportes Limache,,,,,,,,,,,Everton CD,,,,,,,,,,,731065,2025-02-16 23:30:00,2025
Universidad Católica,,,,,,,,,,,Audax Italiano,,,,,,,,,,,731069,2025-02-17 21:00:00,2025
Unión La Calera,,,,,,,,,,,Unión Española,,,,,,,,,,,731071,2025-02-17 23:30:00,2025
Audax Italiano,,,,,,,,,,,Deportes Iquique,,,,,,,,,,,731072,2025-02-21 21:00:00,2025
Unión Española,,,,,,,,,,,Palestino,,,,,,,,,,,731078,2025-02-21 21:00:00,2025
Coquimbo Unido,,,,,,,,,,,Universidad Católica,,,,,,,,,,,731075,2025-02-22 21:00:00,2025
Ñublense,,,,,,,,,,,Deportes Limache,,,,,,,,,,,731079,2025-02-22 23:30:00,2025
Huachipato,,,,,,,,,,,Everton CD,,,,,,,,,,,731076,2025-02-23 15:00:00,2025
Cobresal,,,,,,,,,,,La Serena,,,,,,,,,,,731073,2025-02-23 21:00:00,2025
Universidad de Chile,,,,,,,,,,,Unión La Calera,,,,,,,,,,,731077,2025-02-23 23:30:00,2025
Colo Colo,,,,,,,,,,,O'Higgins,,,,,,,,,,,731074,2025-02-24 23:00:00,2025
Deportes Limache,,,,,,,,,,,Coquimbo Unido,,,,,,,,,,,731081,2025-02-28 23:00:00,2025
La Serena,,,,,,,,,,,Unión Española,,,,,,,,,,,731084,2025-03-01 15:00:00,2025
Palestino,,,,,,,,,,,Audax Italiano,,,,,,,,,,,731085,2025-03-01 21:00:00,2025
Universidad Católica,,,,,,,,,,,Deportes Iquique,,,,,,,,,,,731086,2025-03-01 21:00:00,2025
Everton CD,,,,,,,,,,,Ñublense,,,,,,,,,,,731082,2025-03-01 23:30:00,2025
Huachipato,,,,,,,,,,,Colo Colo,,,,,,,,,,,731083,2025-03-02 15:00:00,2025
Cobresal,,,,,,,,,,,Universidad de Chile,,,,,,,,,,,731080,2025-03-02 21:00:00,2025
Unión La Calera,,,,,,,,,,,O'Higgins,,,,,,,,,,,731087,2025-03-02 23:30:00,2025
Unión La Calera,,,,,,,,,,,Huachipato,,,,,,,,,,,731094,2025-03-07 23:00:00,2025
Ñublense,,,,,,,,,,,Universidad Católica,,,,,,,,,,,731095,2025-03-08 21:00:00,2025
Audax Italiano,,,,,,,,,,,Deportes Limache,,,,,,,,,,,731088,2025-03-08 23:30:00,2025
Deportes Iquique,17.0,5.0,3.0,57.3,8.0,3.0,0.0,0.0,4.0,2.0,Palestino,16.0,7.0,1.0,42.7,13.0,2.0,0.0,0.0,4.0,2.0,731091,2025-03-08 23:30:00,2025
Coquimbo Unido,,,,,,,,,,,Cobresal,,,,,,,,,,,731090,2025-03-09 15:00:00,2025
O'Higgins,,,,,,,,,,,La Serena,,,,,,,,,,,731092,2025-03-09 21:00:00,2025
Colo Colo,,,,,,,,,,,Everton CD,,,,,,,,,,,731089,2025-03-09 23:30:00,2025
Audax Italiano,,,,,,,,,,,Universidad de Chile,,,,,,,,,,,731216,2025-03-14 21:00:00,2025
Deportes Limache,,,,,,,,,,,Huachipato,,,,,,,,,,,731098,2025-03-14 23:30:00,2025
Everton CD,,,,,,,,,,,Coquimbo Unido,,,,,,,,,,,731099,2025-03-15 23:30:00,2025
La Serena,,,,,,,,,,,Unión La Calera,,,,,,,,,,,731100,2025-03-16 15:00:00,2025
Cobresal,,,,,,,,,,,O'Higgins,,,,,,,,,,,731096,2025-03-16 21:00:00,2025
Palestino,,,,,,,,,,,Ñublense,,,,,,,,,,,731101,2025-03-16 21:00:00,2025
Deportes Iquique,14.0,5.0,7.0,54.2,8.0,4.0,0.0,0.0,2.0,1.0,Unión Española,11.0,6.0,2.0,45.8,4.0,0.0,0.0,0.0,5.0,2.0,731097,2025-03-16 23:30:00,2025
Colo Colo,,,,,,,,,,,Palestino,,,,,,,,,,,731104,2025-03-27 21:15:00,2025
Everton CD,,,,,,,,,,,Universidad de Chile,,,,,,,,,,,731106,2025-03-27 23:30:00,2025
Unión Española,,,,,,,,,,,Universidad Católica,,,,,,,,,,,731109,2025-03-28 21:15:00,2025
Ñublense,,,,,,,,,,,Deportes Iquique,,,,,,,,,,,731111,2025-03-28 23:30:00,2025
O'Higgins,,,,,,,,,,,Deportes Limache,,,,,,,,,,,731108,2025-03-29 21:00:00,2025
Huachipato,,,,,,,,,,,La Serena,,,,,,,,,,,731107,2025-03-30 15:00:00,2025
Coquimbo Unido,,,,,,,,,,,Audax Italiano,,,,,,,,,,,731105,2025-03-30 21:00:00,2025
Unión La Calera,,,,,,,,,,,Cobresal,,,,,,,,,,,731110,2025-03-30 23:30:00,2025
Coquimbo Unido,,,,,,,,,,,Huachipato,,,,,,,,,,,731114,2025-04-12 16:30:00,2025
Cobresal,,,,,,,,,,,Universidad Católica,,,,,,,,,,,731113,2025-04-12 19:00:00,2025
Audax Italiano,,,,,,,,,,,O'Higgins,,,,,,,,,,,731112,2025-04-13 00:00:00,2025
La Serena,,,,,,,,,,,Everton CD,,,,,,,,,,,731116,2025-04-13 16:30:00,2025
Palestino,,,,,,,,,,,Unión La Calera,,,,,,,,,,,731117,2025-04-14 19:00:00,2025
Unión Española,,,,,,,,,,,Ñublense,,,,,,,,,,,731119,2025-04-14 22:00:00,2025
Deportes Limache,,,,,,,,,,,Deportes Iquique,,,,,,,,,,,731115,2025-04-15 00:30:00,2025
Universidad de Chile,,,,,,,,,,,La Serena,,,,,,,,,,,731126,2025-04-17 22:00:00,2025
Audax Italiano,,,,,,,,,,,Unión Española,,,,,,,,,,,731120,2025-04-18 22:00:00,2025
Huachipato,,,,,,,,,,,Cobresal,,,,,,,,,,,731123,2025-04-19 19:00:00,2025
Universidad Católica,,,,,,,,,,,Deportes Limache,,,,,,,,,,,731125,2025-04-19 21:30:00,2025
Everton CD,,,,,,,,,,,Unión La Calera,,,,,,,,,,,731122,2025-04-20 16:30:00,2025
O'Higgins,,,,,,,,,,,Palestino,,,,,,,,,,,731124,2025-04-20 19:00:00,2025
Ñublense,,,,,,,,,,,Coquimbo Unido,,,,,,,,,,,731127,2025-04-21 00:00:00,2025
Ñublense,,,,,,,,,,,La Serena,,,,,,,,,,,731255,2025-04-25 22:00:00,2025
Unión La Calera,,,,,,,,,,,Audax Italiano,,,,,,,,,,,731135,2025-04-25 22:00:00,2025
Universidad Católica,,,,,,,,,,,Everton CD,,,,,,,,,,,731134,2025-04-26 00:30:00,2025
Cobresal,,,,,,,,,,,Deportes Limache,,,,,,,,,,,731128,2025-04-26 18:00:00,2025
Colo Colo,,,,,,,,,,,Coquimbo Unido,,,,,,,,,,,731129,2025-04-26 20:00:00,2025
O'Higgins,,,,,,,,,,,Deportes Iquique,,,,,,,,,,,731132,2025-04-27 16:30:00,2025
Palestino,,,,,,,,,,,Universidad de Chile,,,,,,,,,,,731133,2025-04-27 19:00:00,2025
Huachipato,,,,,,,,,,,Unión Española,,,,,,,,,,,731130,2025-04-27 21:30:00,2025
Deportes Limache,,,,,,,,,,,Colo Colo,,,,,,,,,,,731142,2025-05-02 20:00:00,2025
Unión Española,,,,,,,,,,,Cobresal,,,,,,,,,,,731139,2025-05-03 00:30:00,2025
Everton CD,,,,,,,,,,,Palestino,,,,,,,,,,,731141,2025-05-03 16:30:00,2025
Universidad de Chile,,,,,,,,,,,Universidad Católica,,,,,,,,,,,731140,2025-05-03 20:00:00,2025
Coquimbo Unido,,,,,,,,,,,O'Higgins,,,,,,,,,,,731137,2025-05-03 22:30:00,2025
Deportes Iquique,11.0,3.0,2.0,28.5,12.0,1.0,0.0,0.0,2.0,3.0,Huachipato,12.0,2.0,1.0,71.5,7.0,0.0,0.0,0.0,0.0,1.0,731136,2025-05-04 19:00:00,2025
Audax Italiano,,,,,,,,,,,La Serena,,,,,,,,,,,731143,2025-05-04 21:30:00,2025
Ñublense,,,,,,,,,,,Unión La Calera,,,,,,,,,,,731138,2025-05-05 00:00:00,2025
Unión La Calera,,,,,,,,,,,Coquimbo Unido,,,,,,,,,,,731147,2025-05-17 00:00:00,2025
Cobresal,,,,,,,,,,,Audax Italiano,,,,,,,,,,,731149,2025-05-17 19:00:00,2025
O'Higgins,,,,,,,,,,,Universidad Católica,,,,,,,,,,,731151,2025-05-17 21:30:00,2025
Deportes Limache,,,,,,,,,,,Palestino,,,,,,,,,,,731267,2025-05-18 19:00:00,2025
Universidad de Chile,,,,,,,,,,,Huachipato,,,,,,,,,,,731270,2025-05-18 22:30:00,2025
Unión Española,,,,,,,,,,,Everton CD,,,,,,,,,,,731146,2025-05-19 19:00:00,2025
Colo Colo,,,,,,,,,,,Ñublense,,,,,,,,,,,731150,2025-05-19 22:00:00,2025
La Serena,,,,,,,,,,,Deportes Iquique,,,,,,,,,,,731148,2025-05-20 00:30:00,2025
Deportes Limache,11.0,2.0,3.0,33.2,9.0,1.0,0.0,0.0,8.0,2.0,Universidad de Chile,22.0,8.0,5.0,66.8,8.0,3.0,0.0,0.0,0.0,9.0,731152,2025-05-23 22:00:00,2025
Everton CD,20.0,2.0,12.0,64.2,12.0,2.0,0.0,0.0,3.0,5.0,Cobresal,11.0,5.0,3.0,35.8,11.0,3.0,0.0,0.0,1.0,2.0,731159,2025-05-24 19:00:00,2025
Colo Colo,22.0,9.0,5.0,59.2,8.0,2.0,0.0,0.0,6.0,5.0,Unión Española,13.0,6.0,5.0,40.8,5.0,2.0,0.0,0.0,5.0,3.0,731156,2025-05-24 21:30:00,2025
Coquimbo Unido,12.0,5.0,7.0,37.8,22.0,4.0,0.0,0.0,3.0,3.0,Palestino,9.0,3.0,6.0,62.2,9.0,2.0,1.0,0.0,5.0,1.0,731157,2025-05-25 00:00:00,2025
Ñublense,13.0,3.0,6.0,60.4,12.0,4.0,0.0,0.0,3.0,5.0,O'Higgins,9.0,4.0,3.0,39.6,10.0,0.0,0.0,0.0,3.0,1.0,731154,2025-05-25 16:30:00,2025
Universidad Católica,14.0,5.0,11.0,62.9,13.0,2.0,0.0,0.0,4.0,1.0,La Serena,10.0,7.0,1.0,37.1,23.0,6.0,0.0,0.0,4.0,1.0,731158,2025-05-25 19:00:00,2025
Deportes Iquique,17.0,3.0,5.0,45.0,12.0,2.0,0.0,0.0,5.0,5.0,Unión La Calera,10.0,6.0,4.0,55.0,11.0,0.0,1.0,0.0,2.0,1.0,731153,2025-05-26 00:00:00,2025
Audax Italiano,23.0,9.0,7.0,47.7,12.0,3.0,0.0,0.0,2.0,3.0,Huachipato,11.0,5.0,9.0,52.3,12.0,3.0,1.0,0.0,5.0,4.0,731155,2025-05-26 23:30:00,2025
Huachipato,9.0,2.0,0.0,43.4,18.0,2.0,0.0,0.0,3.0,1.0,Ñublense,16.0,5.0,3.0,56.6,15.0,5.0,0.0,0.0,2.0,6.0,731162,2025-05-31 16:30:00,2025
La Serena,10.0,3.0,5.0,64.4,8.0,2.0,1.0,0.0,2.0,4.0,Coquimbo Unido,14.0,7.0,6.0,35.6,10.0,3.0,0.0,0.0,1.0,1.0,731163,2025-05-31 16:30:00,2025
Universidad de Chile,16.0,7.0,3.0,55.7,8.0,0.0,0.0,0.0,3.0,2.0,O'Higgins,10.0,3.0,4.0,44.3,9.0,2.0,0.0,0.0,1.0,1.0,731165,2025-05-31 19:00:00,2025
Everton CD,18.0,3.0,4.0,67.1,7.0,2.0,0.0,0.0,3.0,6.0,Audax Italiano,8.0,4.0,3.0,32.9,12.0,2.0,1.0,0.0,2.0,1.0,731161,2025-06-01 00:00:00,2025
Palestino,8.0,4.0,1.0,42.6,14.0,2.0,0.0,0.0,7.0,2.0,Universidad Católica,12.0,7.0,8.0,57.4,20.0,4.0,0.0,0.0,3.0,1.0,731164,2025-06-01 19:00:00,2025
Unión La Calera,18.0,2.0,3.0,47.0,14.0,4.0,1.0,0.0,0.0,4.0,Colo Colo,3.0,1.0,1.0,53.0,9.0,4.0,0.0,0.0,2.0,1.0,731167,2025-06-01 21:30:00,2025
Cobresal,21.0,8.0,7.0,49.5,12.0,4.0,0.0,0.0,6.0,4.0,Deportes Iquique,13.0,7.0,5.0,50.5,10.0,3.0,0.0,0.0,6.0,4.0,731160,2025-06-02 22:00:00,2025
Unión Española,20.0,6.0,10.0,59.0,8.0,4.0,0.0,0.0,1.0,9.0,Deportes Limache,9.0,2.0,3.0,41.0,6.0,1.0,0.0,0.0,3.0,2.0,731166,2025-06-03 19:00:00,2025
Deportes Iquique,10.0,1.0,6.0,27.7,9.0,2.0,0.0,0.0,1.0,0.0,Colo Colo,16.0,3.0,7.0,72.3,9.0,3.0,0.0,0.0,0.0,9.0,731121,2025-06-13 00:00:00,2025
Deportes Limache,14.0,4.0,6.0,54.9,10.0,3.0,0.0,0.0,1.0,2.0,Unión La Calera,10.0,2.0,2.0,45.1,10.0,3.0,0.0,0.0,4.0,4.0,731171,2025-06-14 00:00:00,2025
Palestino,13.0,5.0,7.0,55.8,13.0,1.0,1.0,0.0,1.0,2.0,La Serena,11.0,2.0,4.0,44.2,15.0,3.0,0.0,0.0,3.0,2.0,731173,2025-06-14 16:30:00,2025
Universidad Católica,17.0,3.0,4.0,60.0,19.0,2.0,0.0,0.0,3.0,6.0,Huachipato,8.0,3.0,0.0,40.0,14.0,2.0,1.0,0.0,2.0,4.0,731174,2025-06-14 19:00:00,2025
O'Higgins,18.0,3.0,6.0,55.1,7.0,1.0,0.0,0.0,1.0,5.0,Unión Española,7.0,1.0,9.0,44.9,15.0,4.0,1.0,0.0,2.0,3.0,731172,2025-06-15 16:30:00,2025
Coquimbo Unido,3.0,2.0,1.0,36.5,11.0,4.0,0.0,0.0,2.0,0.0,Universidad de Chile,11.0,3.0,4.0,63.5,15.0,2.0,1.0,0.0,1.0,3.0,731169,2025-06-15 19:00:00,2025
Ñublense,21.0,3.0,7.0,75.9,12.0,4.0,0.0,0.0,0.0,9.0,Audax Italiano,7.0,3.0,1.0,24.1,12.0,4.0,0.0,0.0,1.0,1.0,731175,2025-06-16 00:00:00,2025
Deportes Iquique,14.0,4.0,4.0,58.3,13.0,5.0,1.0,0.0,3.0,5.0,Everton CD,10.0,5.0,4.0,41.7,5.0,1.0,1.0,0.0,3.0,1.0,731170,2025-06-17 00:00:00,2025
Colo Colo,19.0,8.0,8.0,72.1,8.0,2.0,0.0,0.0,4.0,7.0,Cobresal,10.0,4.0,2.0,27.9,6.0,3.0,0.0,0.0,5.0,1.0,731168,2025-06-17 22:00:00,2025
Unión La Calera,7.0,3.0,7.0,35.1,19.0,2.0,0.0,0.0,4.0,1.0,Universidad Católica,12.0,5.0,5.0,64.9,17.0,3.0,0.0,0.0,3.0,2.0,731183,2025-06-20 21:30:00,2025
Unión Española,6.0,1.0,2.0,57.8,9.0,3.0,0.0,0.0,7.0,1.0,Coquimbo Unido,19.0,9.0,9.0,42.2,12.0,2.0,0.0,0.0,1.0,2.0,731182,2025-06-21 16:30:00,2025
Universidad de Chile,23.0,9.0,7.0,66.4,12.0,0.0,1.0,0.0,2.0,6.0,Deportes Iquique,6.0,3.0,1.0,33.6,11.0,3.0,1.0,0.0,6.0,0.0,731181,2025-06-21 19:00:00,2025
Huachipato,20.0,7.0,4.0,47.3,15.0,2.0,0.0,0.0,3.0,4.0,Palestino,11.0,4.0,2.0,52.7,11.0,2.0,0.0,0.0,5.0,3.0,731179,2025-06-21 21:30:00,2025
La Serena,18.0,5.0,2.0,66.2,15.0,3.0,0.0,0.0,4.0,4.0,Deportes Limache,17.0,5.0,5.0,33.8,11.0,3.0,1.0,0.0,5.0,6.0,731180,2025-06-22 16:30:00,2025
Audax Italiano,12.0,4.0,2.0,28.9,9.0,1.0,0.0,0.0,10.0,2.0,Colo Colo,24.0,11.0,7.0,71.1,5.0,1.0,1.0,0.0,2.0,3.0,731176,2025-06-22 19:00:00,2025
Cobresal,13.0,5.0,3.0,43.5,11.0,3.0,0.0,0.0,1.0,2.0,Ñublense,13.0,3.0,12.0,56.5,12.0,2.0,0.0,0.0,4.0,2.0,731177,2025-06-22 21:30:00,2025
Everton CD,11.0,2.0,3.0,38.3,7.0,0.0,1.0,0.0,3.0,2.0,O'Higgins,17.0,4.0,7.0,61.7,16.0,3.0,0.0,0.0,2.0,3.0,731178,2025-06-23 00:00:00,2025
Unión Española,10.0,2.0,4.0,57.0,12.0,4.0,0.0,0.0,2.0,4.0,Universidad de Chile,13.0,4.0,3.0,43.0,18.0,2.0,1.0,0.0,2.0,1.0,731093,2025-07-05 19:00:00,2025
Universidad Católica,9.0,6.0,3.0,45.8,17.0,2.0,0.0,0.0,1.0,0.0,Colo Colo,3.0,1.0,1.0,54.2,11.0,1.0,0.0,0.0,4.0,0.0,731102,2025-07-06 19:00:00,2025
Universidad de Chile,10.0,4.0,1.0,44.2,14.0,3.0,1.0,0.0,3.0,2.0,Colo Colo,10.0,4.0,4.0,55.8,17.0,2.0,1.0,0.0,2.0,2.0,731118,2025-07-12 19:00:00,2025
Everton CD,18.0,4.0,6.0,63.6,9.0,1.0,0.0,0.0,1.0,5.0,Deportes Limache,7.0,0.0,5.0,36.4,12.0,2.0,0.0,0.0,4.0,1.0,731189,2025-07-18 23:00:00,2025
Unión Española,12.0,4.0,10.0,45.8,6.0,1.0,0.0,0.0,0.0,3.0,Unión La Calera,3.0,1.0,2.0,54.2,15.0,4.0,2.0,0.0,2.0,2.0,731187,2025-07-19 16:30:00,2025
Colo Colo,18.0,7.0,7.0,61.3,10.0,1.0,0.0,0.0,5.0,2.0,La Serena,11.0,6.0,4.0,38.7,14.0,3.0,0.0,0.0,5.0,2.0,731191,2025-07-19 19:00:00,2025
Coquimbo Unido,16.0,8.0,7.0,47.2,9.0,4.0,0.0,0.0,0.0,1.0,Deportes Iquique,9.0,0.0,2.0,52.8,12.0,3.0,0.0,0.0,4.0,3.0,731190,2025-07-19 21:30:00,2025
Audax Italiano,9.0,2.0,2.0,49.8,16.0,3.0,0.0,0.0,2.0,3.0,Universidad Católica,11.0,3.0,5.0,50.2,14.0,3.0,1.0,0.0,1.0,2.0,731184,2025-07-20 16:30:00,2025
Ñublense,9.0,4.0,1.0,40.7,11.0,1.0,0.0,0.0,4.0,0.0,Universidad de Chile,10.0,5.0,3.0,59.3,10.0,4.0,0.0,0.0,2.0,2.0,731186,2025-07-20 19:00:00,2025
Huachipato,14.0,8.0,5.0,52.3,9.0,2.0,0.0,0.0,3.0,3.0,O'Higgins,18.0,4.0,4.0,47.7,18.0,0.0,1.0,0.0,5.0,5.0,731188,2025-07-21 23:00:00,2025
La Serena,18.0,4.0,11.0,69.7,9.0,3.0,0.0,0.0,3.0,2.0,Cobresal,13.0,5.0,4.0,30.3,10.0,3.0,0.0,0.0,4.0,5.0,731199,2025-07-26 19:00:00,2025
Everton CD,17.0,6.0,4.0,49.3,13.0,5.0,0.0,0.0,1.0,3.0,Huachipato,5.0,2.0,8.0,50.7,7.0,3.0,0.0,0.0,3.0,2.0,731197,2025-07-26 21:30:00,2025
O'Higgins,17.0,4.0,4.0,56.8,7.0,0.0,1.0,0.0,0.0,3.0,Colo Colo,1.0,1.0,0.0,43.2,13.0,3.0,1.0,0.0,3.0,0.0,731195,2025-07-27 16:30:00,2025
Palestino,15.0,6.0,7.0,60.3,14.0,3.0,0.0,0.0,6.0,4.0,Unión Española,13.0,6.0,2.0,39.7,16.0,4.0,1.0,0.0,5.0,4.0,731194,2025-07-27 19:00:00,2025
Universidad Católica,5.0,0.0,1.0,60.0,13.0,4.0,1.0,0.0,5.0,3.0,Coquimbo Unido,16.0,8.0,6.0,40.0,11.0,2.0,0.0,0.0,0.0,2.0,731193,2025-07-27 19:00:00,2025
Deportes Iquique,13.0,3.0,2.0,37.3,8.0,1.0,0.0,0.0,5.0,5.0,Audax Italiano,13.0,5.0,6.0,62.7,10.0,1.0,0.0,0.0,2.0,4.0,731192,2025-07-27 22:00:00,2025
Unión La Calera,3.0,2.0,4.0,29.8,7.0,3.0,1.0,0.0,4.0,1.0,Universidad de Chile,17.0,8.0,3.0,70.2,12.0,2.0,0.0,0.0,2.0,4.0,731196,2025-07-28 22:00:00,2025
Audax Italiano,13.0,3.0,5.0,38.2,12.0,3.0,0.0,0.0,5.0,5.0,Palestino,19.0,5.0,7.0,61.8,9.0,3.0,0.0,0.0,2.0,8.0,731202,2025-08-01 23:00:00,2025
Unión Española,24.0,6.0,11.0,56.9,16.0,3.0,0.0,0.0,5.0,6.0,La Serena,10.0,6.0,2.0,43.1,12.0,2.0,1.0,0.0,5.0,1.0,731206,2025-08-02 16:30:00,2025
Coquimbo Unido,13.0,3.0,7.0,57.5,11.0,5.0,1.0,0.0,0.0,3.0,Deportes Limache,4.0,1.0,1.0,42.5,15.0,4.0,2.0,0.0,1.0,3.0,731207,2025-08-02 19:00:00,2025
Deportes Iquique,14.0,5.0,3.0,48.6,16.0,4.0,0.0,0.0,2.0,3.0,Universidad Católica,8.0,4.0,6.0,51.4,14.0,3.0,1.0,0.0,2.0,0.0,731203,2025-08-02 21:30:00,2025
O'Higgins,19.0,3.0,13.0,48.6,13.0,3.0,0.0,0.0,1.0,6.0,Unión La Calera,9.0,1.0,7.0,51.4,5.0,1.0,0.0,0.0,2.0,2.0,731204,2025-08-03 16:30:00,2025
Colo Colo,26.0,9.0,8.0,67.2,8.0,4.0,1.0,0.0,3.0,3.0,Huachipato,8.0,5.0,4.0,32.8,4.0,3.0,0.0,0.0,6.0,0.0,731201,2025-08-03 19:00:00,2025
Ñublense,7.0,1.0,2.0,56.3,15.0,2.0,0.0,0.0,4.0,1.0,Everton CD,13.0,4.0,3.0,43.7,6.0,4.0,0.0,0.0,0.0,2.0,731200,2025-08-03 21:30:00,2025
Universidad de Chile,25.0,4.0,11.0,66.1,7.0,2.0,0.0,0.0,3.0,6.0,Cobresal,7.0,4.0,2.0,33.9,10.0,3.0,1.0,0.0,4.0,2.0,731205,2025-08-04 22:00:00,2025
Palestino,18.0,7.0,7.0,69.8,12.0,3.0,0.0,0.0,4.0,3.0,Deportes Iquique,9.0,4.0,3.0,30.2,15.0,3.0,0.0,0.0,5.0,3.0,731213,2025-08-08 19:00:00,2025
Huachipato,16.0,3.0,10.0,66.2,18.0,4.0,0.0,0.0,0.0,6.0,Unión La Calera,3.0,0.0,3.0,33.8,4.0,2.0,1.0,0.0,2.0,3.0,731211,2025-08-09 16:30:00,2025
Universidad de Chile,24.0,8.0,5.0,53.2,6.0,1.0,0.0,0.0,5.0,7.0,Unión Española,10.0,6.0,2.0,46.8,9.0,3.0,0.0,0.0,4.0,1.0,731215,2025-08-09 19:00:00,2025
La Serena,15.0,6.0,3.0,34.8,8.0,2.0,1.0,0.0,3.0,4.0,O'Higgins,24.0,5.0,9.0,65.2,12.0,3.0,0.0,0.0,3.0,7.0,731212,2025-08-09 21:30:00,2025
Everton CD,18.0,3.0,3.0,40.7,10.0,3.0,0.0,0.0,1.0,4.0,Colo Colo,6.0,2.0,7.0,59.3,10.0,2.0,0.0,0.0,3.0,2.0,731210,2025-08-10 16:30:00,2025
Cobresal,16.0,6.0,5.0,68.9,10.0,4.0,1.0,0.0,5.0,2.0,Coquimbo Unido,12.0,7.0,5.0,31.1,12.0,5.0,1.0,0.0,5.0,0.0,731208,2025-08-10 19:00:00,2025
Deportes Limache,16.0,7.0,3.0,46.5,13.0,4.0,0.0,0.0,3.0,3.0,Audax Italiano,15.0,3.0,8.0,53.5,7.0,3.0,1.0,0.0,3.0,3.0,731209,2025-08-11 23:00:00,2025
Unión Española,19.0,6.0,14.0,70.5,12.0,0.0,0.0,0.0,3.0,5.0,Deportes Iquique,10.0,5.0,3.0,29.5,15.0,5.0,0.0,0.0,4.0,2.0,731221,2025-08-15 19:00:00,2025
Unión La Calera,13.0,5.0,6.0,47.6,11.0,4.0,0.0,0.0,4.0,0.0,La Serena,17.0,5.0,7.0,52.4,9.0,4.0,1.0,0.0,4.0,4.0,731222,2025-08-16 00:00:00,2025
Ñublense,9.0,6.0,2.0,35.9,12.0,4.0,1.0,0.0,4.0,1.0,Palestino,12.0,3.0,5.0,64.1,10.0,5.0,0.0,0.0,5.0,1.0,731223,2025-08-16 16:00:00,2025
Colo Colo,22.0,5.0,15.0,72.2,9.0,2.0,0.0,0.0,2.0,7.0,Universidad Católica,10.0,6.0,3.0,27.8,8.0,3.0,0.0,0.0,3.0,0.0,731217,2025-08-16 19:00:00,2025
O'Higgins,18.0,7.0,9.0,57.3,13.0,4.0,0.0,0.0,3.0,4.0,Cobresal,11.0,3.0,4.0,42.7,10.0,3.0,0.0,0.0,6.0,1.0,731220,2025-08-16 22:30:00,2025
Universidad de Chile,19.0,5.0,8.0,68.5,10.0,4.0,0.0,0.0,4.0,7.0,Audax Italiano,14.0,7.0,6.0,31.5,3.0,4.0,0.0,0.0,4.0,2.0,731103,2025-08-17 16:30:00,2025
Huachipato,14.0,5.0,6.0,53.4,11.0,2.0,0.0,0.0,5.0,1.0,Deportes Limache,14.0,5.0,7.0,46.6,11.0,2.0,0.0,0.0,2.0,4.0,731219,2025-08-17 19:00:00,2025
Coquimbo Unido,10.0,3.0,10.0,42.9,7.0,2.0,0.0,0.0,1.0,2.0,Everton CD,8.0,2.0,1.0,57.1,11.0,4.0,0.0,0.0,1.0,0.0,731218,2025-08-17 21:30:00,2025
Palestino,19.0,9.0,7.0,53.5,9.0,3.0,0.0,0.0,1.0,4.0,Colo Colo,9.0,1.0,3.0,46.5,14.0,5.0,0.0,0.0,9.0,2.0,731229,2025-08-22 19:00:00,2025
