local_equipo,local_totalShots,local_shotsOnTarget,local_wonCorners,local_possessionPct,local_foulsCommitted,local_yellowCards,local_redCards,local_offsides,local_saves,local_blockedShots,visita_equipo,visita_totalShots,visita_shotsOnTarget,visita_wonCorners,visita_possessionPct,visita_foulsCommitted,visita_yellowCards,visita_redCards,visita_offsides,visita_saves,visita_blockedShots,event_id,fecha,temporada
Godoy Cruz Antonio Tomba,16.0,5.0,6.0,52.1,15.0,4.0,0.0,1.0,1.0,4.0,Huracán,7.0,1.0,4.0,47.9,14.0,4.0,0.0,3.0,5.0,1.0,610170,2021-08-21 13:30:00,2021
Vélez Sarsfield,16.0,9.0,4.0,53.1,17.0,4.0,0.0,1.0,2.0,2.0,Lanús,18.0,3.0,7.0,46.9,19.0,4.0,0.0,0.0,4.0,6.0,610171,2021-08-21 15:45:00,2021
Arsenal Sarandi,13.0,2.0,5.0,51.6,14.0,1.0,0.0,0.0,3.0,4.0,Racing Club,17.0,6.0,4.0,48.4,15.0,0.0,0.0,1.0,2.0,5.0,610174,2021-08-21 18:00:00,2021
Boca Juniors,10.0,1.0,5.0,72.0,9.0,0.0,0.0,1.0,3.0,3.0,Patronato,7.0,3.0,3.0,28.0,15.0,1.0,0.0,0.0,0.0,2.0,610172,2021-08-21 20:15:00,2021
Unión (Santa Fe),11.0,3.0,3.0,48.3,11.0,2.0,0.0,1.0,0.0,3.0,Talleres (Córdoba),7.0,2.0,3.0,51.7,18.0,5.0,0.0,2.0,2.0,4.0,610177,2021-08-22 13:30:00,2021
Newell's Old Boys,10.0,3.0,3.0,50.6,12.0,3.0,0.0,1.0,3.0,1.0,Rosario Central,13.0,4.0,9.0,49.4,15.0,4.0,0.0,1.0,2.0,3.0,610176,2021-08-22 15:45:00,2021
San Lorenzo,12.0,2.0,5.0,39.9,13.0,3.0,0.0,1.0,1.0,4.0,Argentinos Juniors,8.0,3.0,3.0,60.1,7.0,4.0,0.0,3.0,2.0,2.0,610165,2021-08-22 18:00:00,2021
Gimnasia La Plata,3.0,1.0,3.0,34.7,17.0,2.0,0.0,1.0,2.0,0.0,River Plate,12.0,3.0,10.0,65.3,19.0,4.0,0.0,1.0,0.0,2.0,610175,2021-08-22 20:15:00,2021
Patronato,15.0,9.0,6.0,31.7,16.0,3.0,0.0,1.0,3.0,2.0,Banfield,11.0,4.0,4.0,68.3,10.0,4.0,0.0,3.0,7.0,3.0,610154,2021-08-24 14:15:00,2021
Colón (Santa Fe),12.0,3.0,7.0,64.6,14.0,2.0,0.0,1.0,6.0,4.0,Sarmiento (Junín),18.0,7.0,4.0,35.4,15.0,2.0,0.0,1.0,2.0,3.0,610161,2021-08-24 16:30:00,2021
Atlético Tucumán,13.0,6.0,5.0,46.5,13.0,2.0,0.0,2.0,3.0,2.0,Independiente,7.0,3.0,8.0,53.5,8.0,2.0,0.0,0.0,4.0,3.0,610156,2021-08-24 18:45:00,2021
Racing Club,17.0,2.0,8.0,62.8,6.0,3.0,0.0,1.0,1.0,9.0,Central Córdoba (Santiago del Estero),11.0,1.0,6.0,37.2,12.0,2.0,0.0,0.0,3.0,2.0,610157,2021-08-24 21:00:00,2021
Rosario Central,17.0,6.0,5.0,56.9,14.0,1.0,0.0,0.0,3.0,5.0,Arsenal Sarandi,10.0,3.0,3.0,43.1,10.0,1.0,1.0,1.0,2.0,1.0,610153,2021-08-25 14:15:00,2021
Defensa y Justicia,9.0,4.0,2.0,52.0,13.0,1.0,0.0,3.0,4.0,1.0,Newell's Old Boys,12.0,4.0,5.0,48.0,19.0,5.0,0.0,1.0,2.0,2.0,610159,2021-08-25 16:30:00,2021
Lanús,10.0,4.0,7.0,57.2,25.0,5.0,0.0,1.0,2.0,0.0,Gimnasia La Plata,17.0,2.0,9.0,42.8,15.0,1.0,1.0,2.0,2.0,7.0,610158,2021-08-25 16:30:00,2021
Huracán,13.0,3.0,3.0,33.3,13.0,4.0,0.0,1.0,1.0,4.0,Vélez Sarsfield,10.0,2.0,3.0,66.7,13.0,0.0,0.0,1.0,2.0,1.0,610164,2021-08-25 18:45:00,2021
Platense,7.0,2.0,2.0,35.5,13.0,2.0,0.0,2.0,1.0,2.0,Boca Juniors,15.0,5.0,3.0,64.5,17.0,1.0,0.0,1.0,1.0,4.0,610155,2021-08-25 21:00:00,2021
Godoy Cruz Antonio Tomba,13.0,6.0,3.0,52.9,14.0,1.0,0.0,0.0,0.0,1.0,Unión (Santa Fe),7.0,2.0,5.0,47.1,8.0,1.0,0.0,0.0,5.0,1.0,610163,2021-08-26 14:15:00,2021
Argentinos Juniors,12.0,4.0,7.0,66.5,13.0,4.0,0.0,3.0,1.0,2.0,Talleres (Córdoba),7.0,3.0,3.0,33.5,17.0,2.0,0.0,2.0,3.0,2.0,610162,2021-08-26 16:30:00,2021
Estudiantes de La Plata,17.0,6.0,5.0,46.0,14.0,3.0,0.0,2.0,1.0,1.0,San Lorenzo,8.0,1.0,6.0,54.0,18.0,3.0,0.0,2.0,4.0,5.0,610160,2021-08-26 18:45:00,2021
River Plate,14.0,7.0,3.0,69.4,24.0,4.0,0.0,2.0,1.0,1.0,Aldosivi,5.0,1.0,6.0,30.6,9.0,1.0,1.0,0.0,5.0,1.0,610152,2021-08-26 21:00:00,2021
Gimnasia La Plata,9.0,4.0,5.0,46.7,13.0,1.0,0.0,3.0,0.0,0.0,Huracán,2.0,0.0,7.0,53.3,12.0,3.0,0.0,4.0,4.0,0.0,610145,2021-08-28 15:45:00,2021
Banfield,18.0,8.0,5.0,68.2,17.0,2.0,0.0,1.0,2.0,3.0,Platense,13.0,6.0,5.0,31.8,12.0,0.0,0.0,0.0,6.0,2.0,610148,2021-08-28 18:00:00,2021
Independiente,18.0,5.0,5.0,52.5,15.0,2.0,0.0,2.0,1.0,6.0,Colón (Santa Fe),9.0,1.0,4.0,47.5,15.0,3.0,1.0,1.0,2.0,4.0,610141,2021-08-28 20:15:00,2021
Arsenal Sarandi,8.0,1.0,3.0,28.6,8.0,0.0,0.0,3.0,3.0,0.0,Defensa y Justicia,15.0,3.0,5.0,71.4,10.0,3.0,0.0,0.0,1.0,2.0,610142,2021-08-29 13:30:00,2021
Aldosivi,21.0,5.0,6.0,69.2,16.0,5.0,0.0,0.0,3.0,9.0,Lanús,12.0,6.0,2.0,30.8,20.0,2.0,0.0,2.0,3.0,3.0,610146,2021-08-29 15:45:00,2021
Central Córdoba (Santiago del Estero),19.0,10.0,5.0,45.2,11.0,3.0,1.0,1.0,4.0,4.0,Rosario Central,16.0,8.0,7.0,54.8,9.0,1.0,0.0,1.0,7.0,2.0,610151,2021-08-29 15:45:00,2021
Vélez Sarsfield,16.0,9.0,7.0,58.1,13.0,1.0,0.0,2.0,0.0,4.0,Godoy Cruz Antonio Tomba,11.0,0.0,5.0,41.9,13.0,1.0,0.0,2.0,7.0,4.0,610144,2021-08-29 18:00:00,2021
Boca Juniors,11.0,4.0,7.0,60.4,14.0,1.0,0.0,2.0,1.0,0.0,Racing Club,8.0,1.0,3.0,39.6,8.0,1.0,0.0,1.0,3.0,1.0,610149,2021-08-29 20:15:00,2021
Newell's Old Boys,22.0,7.0,6.0,62.9,11.0,0.0,0.0,1.0,0.0,8.0,Atlético Tucumán,9.0,2.0,4.0,37.1,15.0,2.0,0.0,2.0,6.0,4.0,610140,2021-08-30 14:30:00,2021
Unión (Santa Fe),8.0,3.0,5.0,27.1,17.0,1.0,0.0,2.0,2.0,2.0,Argentinos Juniors,12.0,2.0,8.0,72.9,12.0,0.0,0.0,0.0,1.0,4.0,610139,2021-08-30 14:30:00,2021
San Lorenzo,8.0,6.0,2.0,51.4,21.0,2.0,0.0,2.0,2.0,2.0,Patronato,5.0,2.0,5.0,48.6,15.0,3.0,0.0,2.0,3.0,0.0,610147,2021-08-30 16:45:00,2021
Sarmiento (Junín),12.0,3.0,4.0,30.4,18.0,3.0,1.0,1.0,3.0,2.0,River Plate,12.0,5.0,6.0,69.6,15.0,3.0,0.0,3.0,2.0,2.0,610150,2021-08-30 19:00:00,2021
Talleres (Córdoba),7.0,2.0,2.0,48.9,23.0,4.0,0.0,1.0,3.0,0.0,Estudiantes de La Plata,11.0,3.0,9.0,51.1,15.0,4.0,0.0,4.0,1.0,2.0,610143,2021-08-30 21:15:00,2021
Defensa y Justicia,12.0,4.0,10.0,64.1,12.0,0.0,0.0,3.0,0.0,2.0,Central Córdoba (Santiago del Estero),14.0,1.0,5.0,35.9,8.0,3.0,0.0,4.0,3.0,6.0,610132,2021-09-03 19:00:00,2021
Huracán,14.0,7.0,5.0,42.3,11.0,4.0,0.0,2.0,4.0,2.0,Aldosivi,8.0,4.0,4.0,57.7,11.0,3.0,0.0,3.0,5.0,0.0,610126,2021-09-03 21:15:00,2021
Atlético Tucumán,16.0,3.0,6.0,59.9,11.0,3.0,0.0,3.0,1.0,7.0,Arsenal Sarandi,6.0,1.0,3.0,40.1,13.0,1.0,0.0,0.0,3.0,3.0,610128,2021-09-04 13:30:00,2021
Colón (Santa Fe),10.0,1.0,6.0,56.6,13.0,0.0,1.0,2.0,3.0,1.0,Newell's Old Boys,8.0,4.0,2.0,43.4,20.0,3.0,0.0,1.0,0.0,1.0,610134,2021-09-04 15:45:00,2021
Lanús,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sarmiento (Junín),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610136,2021-09-04 15:45:00,2021
Platense,11.0,3.0,3.0,44.5,11.0,1.0,0.0,3.0,4.0,4.0,San Lorenzo,12.0,5.0,8.0,55.5,14.0,3.0,1.0,0.0,2.0,2.0,610135,2021-09-04 18:00:00,2021
Rosario Central,15.0,5.0,8.0,39.5,11.0,1.0,0.0,3.0,6.0,3.0,Boca Juniors,19.0,7.0,10.0,60.5,7.0,2.0,0.0,1.0,4.0,3.0,610130,2021-09-04 20:15:00,2021
Godoy Cruz Antonio Tomba,17.0,6.0,7.0,53.0,14.0,2.0,0.0,2.0,1.0,3.0,Gimnasia La Plata,6.0,1.0,6.0,47.0,9.0,2.0,0.0,2.0,2.0,1.0,610133,2021-09-05 13:30:00,2021
Patronato,7.0,4.0,7.0,34.8,18.0,1.0,2.0,2.0,3.0,1.0,Talleres (Córdoba),14.0,3.0,6.0,65.2,14.0,3.0,0.0,1.0,4.0,5.0,610137,2021-09-05 13:30:00,2021
Racing Club,12.0,2.0,3.0,58.9,8.0,3.0,0.0,2.0,4.0,6.0,Banfield,18.0,4.0,8.0,41.1,12.0,1.0,0.0,1.0,2.0,3.0,610129,2021-09-05 19:00:00,2021
River Plate,17.0,3.0,7.0,55.3,19.0,2.0,0.0,1.0,1.0,5.0,Independiente,8.0,2.0,7.0,44.7,10.0,1.0,0.0,2.0,2.0,3.0,610131,2021-09-05 21:15:00,2021
Estudiantes de La Plata,10.0,5.0,5.0,40.5,13.0,1.0,0.0,0.0,1.0,2.0,Argentinos Juniors,10.0,2.0,7.0,59.5,16.0,3.0,0.0,3.0,3.0,2.0,610127,2021-09-06 18:00:00,2021
Vélez Sarsfield,20.0,7.0,2.0,62.7,16.0,3.0,0.0,1.0,2.0,2.0,Unión (Santa Fe),11.0,2.0,3.0,37.3,15.0,0.0,1.0,1.0,3.0,4.0,610138,2021-09-06 20:15:00,2021
Aldosivi,8.0,3.0,3.0,59.3,8.0,1.0,0.0,3.0,4.0,1.0,Godoy Cruz Antonio Tomba,18.0,8.0,9.0,40.7,13.0,2.0,0.0,0.0,2.0,3.0,610117,2021-09-13 14:15:00,2021
Sarmiento (Junín),11.0,4.0,4.0,43.7,21.0,2.0,0.0,3.0,3.0,2.0,Huracán,13.0,3.0,8.0,56.3,15.0,4.0,0.0,2.0,4.0,5.0,610118,2021-09-13 14:15:00,2021
Independiente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lanús,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610119,2021-09-13 16:30:00,2021
San Lorenzo,11.0,3.0,3.0,29.3,15.0,3.0,0.0,0.0,1.0,4.0,Racing Club,13.0,2.0,4.0,70.7,11.0,1.0,0.0,9.0,2.0,3.0,610122,2021-09-13 18:45:00,2021
Gimnasia La Plata,14.0,2.0,4.0,35.1,11.0,1.0,0.0,1.0,5.0,2.0,Vélez Sarsfield,17.0,5.0,7.0,64.9,14.0,1.0,0.0,1.0,2.0,5.0,610125,2021-09-13 21:00:00,2021
Talleres (Córdoba),12.0,5.0,3.0,67.2,10.0,1.0,0.0,0.0,3.0,1.0,Platense,10.0,4.0,5.0,32.8,9.0,1.0,0.0,4.0,3.0,1.0,610121,2021-09-14 14:15:00,2021
Arsenal Sarandi,13.0,4.0,2.0,43.6,19.0,3.0,0.0,4.0,4.0,5.0,Colón (Santa Fe),12.0,4.0,3.0,56.4,17.0,2.0,0.0,2.0,4.0,7.0,610114,2021-09-14 16:30:00,2021
Central Córdoba (Santiago del Estero),11.0,2.0,2.0,48.6,9.0,1.0,0.0,2.0,2.0,2.0,Atlético Tucumán,14.0,2.0,5.0,51.4,11.0,1.0,0.0,2.0,0.0,5.0,610113,2021-09-14 18:45:00,2021
Boca Juniors,14.0,3.0,4.0,59.1,9.0,1.0,0.0,2.0,3.0,1.0,Defensa y Justicia,11.0,3.0,5.0,40.9,10.0,1.0,0.0,0.0,3.0,1.0,610115,2021-09-14 21:00:00,2021
Unión (Santa Fe),7.0,0.0,2.0,54.6,13.0,3.0,0.0,3.0,1.0,3.0,Estudiantes de La Plata,12.0,3.0,1.0,45.4,16.0,1.0,0.0,1.0,0.0,3.0,610116,2021-09-15 14:15:00,2021
Argentinos Juniors,21.0,6.0,9.0,71.2,7.0,2.0,0.0,3.0,1.0,3.0,Patronato,12.0,2.0,3.0,28.8,17.0,3.0,0.0,2.0,5.0,3.0,610120,2021-09-15 16:30:00,2021
Banfield,16.0,6.0,5.0,43.7,17.0,2.0,1.0,7.0,3.0,1.0,Rosario Central,14.0,5.0,3.0,56.3,17.0,2.0,1.0,2.0,5.0,3.0,610124,2021-09-15 18:45:00,2021
Newell's Old Boys,22.0,7.0,4.0,50.7,9.0,1.0,0.0,1.0,3.0,5.0,River Plate,12.0,7.0,2.0,49.3,11.0,3.0,0.0,0.0,5.0,0.0,610123,2021-09-15 21:00:00,2021
Godoy Cruz Antonio Tomba,18.0,4.0,5.0,65.3,13.0,0.0,1.0,1.0,1.0,4.0,Sarmiento (Junín),10.0,2.0,4.0,34.7,11.0,4.0,0.0,2.0,3.0,1.0,610110,2021-09-18 13:30:00,2021
Vélez Sarsfield,18.0,7.0,5.0,55.3,14.0,2.0,0.0,2.0,2.0,1.0,Aldosivi,15.0,4.0,7.0,44.7,12.0,2.0,0.0,2.0,3.0,7.0,610100,2021-09-18 15:45:00,2021
Racing Club,9.0,3.0,4.0,53.3,10.0,1.0,1.0,4.0,3.0,2.0,Talleres (Córdoba),9.0,5.0,1.0,46.7,15.0,1.0,1.0,4.0,2.0,1.0,610111,2021-09-18 18:00:00,2021
Atlético Tucumán,6.0,1.0,2.0,51.3,17.0,4.0,1.0,1.0,4.0,0.0,Boca Juniors,14.0,6.0,2.0,48.7,9.0,1.0,0.0,0.0,1.0,2.0,610104,2021-09-18 20:15:00,2021
Patronato,19.0,6.0,5.0,53.9,18.0,3.0,0.0,3.0,3.0,6.0,Estudiantes de La Plata,9.0,5.0,2.0,46.1,11.0,3.0,0.0,1.0,5.0,1.0,610107,2021-09-19 13:30:00,2021
Colón (Santa Fe),12.0,4.0,8.0,58.4,9.0,4.0,0.0,0.0,2.0,3.0,Central Córdoba (Santiago del Estero),17.0,2.0,3.0,41.6,9.0,2.0,0.0,1.0,3.0,6.0,610106,2021-09-19 15:45:00,2021
Platense,7.0,3.0,2.0,31.2,15.0,3.0,0.0,2.0,3.0,1.0,Argentinos Juniors,13.0,3.0,3.0,68.8,12.0,1.0,0.0,2.0,3.0,4.0,610101,2021-09-19 15:45:00,2021
Huracán,20.0,4.0,10.0,56.0,9.0,2.0,0.0,2.0,4.0,3.0,Independiente,7.0,5.0,4.0,44.0,12.0,2.0,0.0,1.0,4.0,0.0,610105,2021-09-19 18:00:00,2021
River Plate,24.0,4.0,5.0,76.4,14.0,0.0,0.0,1.0,2.0,7.0,Arsenal Sarandi,4.0,2.0,0.0,23.6,13.0,3.0,0.0,2.0,3.0,1.0,610102,2021-09-19 20:15:00,2021
Gimnasia La Plata,11.0,5.0,4.0,44.9,15.0,1.0,0.0,0.0,0.0,2.0,Unión (Santa Fe),11.0,0.0,5.0,55.1,23.0,3.0,0.0,0.0,4.0,3.0,610112,2021-09-20 13:30:00,2021
Lanús,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newell's Old Boys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610108,2021-09-20 15:45:00,2021
Rosario Central,11.0,5.0,3.0,61.6,13.0,2.0,0.0,1.0,4.0,1.0,San Lorenzo,13.0,4.0,4.0,38.4,10.0,2.0,0.0,3.0,4.0,3.0,610109,2021-09-20 18:00:00,2021
Defensa y Justicia,14.0,3.0,4.0,52.8,12.0,2.0,0.0,0.0,1.0,2.0,Banfield,11.0,1.0,6.0,47.2,18.0,2.0,0.0,0.0,3.0,1.0,610103,2021-09-20 20:15:00,2021
Sarmiento (Junín),11.0,1.0,4.0,38.0,12.0,2.0,0.0,0.0,4.0,2.0,Vélez Sarsfield,12.0,5.0,3.0,62.0,11.0,1.0,0.0,3.0,0.0,2.0,610099,2021-09-24 19:00:00,2021
Estudiantes de La Plata,12.0,3.0,4.0,54.2,14.0,1.0,0.0,1.0,0.0,2.0,Platense,5.0,1.0,4.0,45.8,10.0,1.0,0.0,2.0,2.0,1.0,610095,2021-09-24 21:15:00,2021
Aldosivi,9.0,2.0,1.0,61.7,22.0,4.0,0.0,6.0,2.0,2.0,Gimnasia La Plata,9.0,5.0,1.0,38.3,18.0,2.0,0.0,3.0,1.0,1.0,610090,2021-09-25 13:30:00,2021
Arsenal Sarandi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lanús,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610093,2021-09-25 15:45:00,2021
Talleres (Córdoba),17.0,11.0,3.0,51.6,15.0,3.0,1.0,2.0,1.0,2.0,Rosario Central,4.0,2.0,7.0,48.4,19.0,3.0,0.0,3.0,7.0,0.0,610098,2021-09-25 15:45:00,2021
Banfield,18.0,6.0,8.0,43.0,16.0,2.0,0.0,2.0,4.0,2.0,Atlético Tucumán,15.0,4.0,6.0,57.0,11.0,1.0,0.0,1.0,4.0,7.0,610087,2021-09-25 18:00:00,2021
Central Córdoba (Santiago del Estero),18.0,4.0,3.0,36.8,15.0,2.0,0.0,1.0,4.0,5.0,River Plate,15.0,7.0,4.0,63.2,9.0,0.0,0.0,2.0,3.0,3.0,610097,2021-09-25 20:15:00,2021
Unión (Santa Fe),8.0,3.0,4.0,51.2,6.0,0.0,0.0,7.0,1.0,0.0,Patronato,8.0,1.0,1.0,48.8,11.0,2.0,0.0,0.0,1.0,3.0,610094,2021-09-26 13:30:00,2021
San Lorenzo,12.0,3.0,3.0,37.0,10.0,2.0,0.0,3.0,2.0,6.0,Defensa y Justicia,12.0,3.0,6.0,63.0,6.0,0.0,0.0,5.0,1.0,2.0,610089,2021-09-26 15:45:00,2021
Independiente,7.0,4.0,7.0,57.6,7.0,3.0,0.0,1.0,3.0,2.0,Godoy Cruz Antonio Tomba,15.0,5.0,6.0,42.4,17.0,1.0,0.0,2.0,3.0,3.0,610091,2021-09-26 18:00:00,2021
Boca Juniors,13.0,3.0,4.0,59.2,17.0,2.0,0.0,2.0,2.0,5.0,Colón (Santa Fe),7.0,2.0,5.0,40.8,11.0,4.0,0.0,1.0,2.0,0.0,610088,2021-09-26 20:15:00,2021
Argentinos Juniors,9.0,5.0,5.0,40.6,18.0,0.0,0.0,4.0,1.0,2.0,Racing Club,7.0,1.0,5.0,59.4,16.0,3.0,0.0,3.0,3.0,1.0,610096,2021-09-27 18:00:00,2021
Newell's Old Boys,15.0,6.0,3.0,65.1,18.0,3.0,0.0,2.0,1.0,1.0,Huracán,4.0,2.0,7.0,34.9,15.0,2.0,0.0,1.0,6.0,1.0,610092,2021-09-27 20:15:00,2021
Aldosivi,7.0,1.0,2.0,61.9,19.0,2.0,0.0,2.0,2.0,0.0,Unión (Santa Fe),13.0,4.0,10.0,38.1,15.0,3.0,0.0,2.0,1.0,4.0,610086,2021-10-01 19:00:00,2021
Lanús,19.0,6.0,8.0,45.2,13.0,2.0,0.0,3.0,1.0,5.0,Central Córdoba (Santiago del Estero),14.0,2.0,6.0,54.8,10.0,2.0,0.0,0.0,4.0,3.0,610079,2021-10-01 21:15:00,2021
Godoy Cruz Antonio Tomba,20.0,6.0,6.0,60.6,15.0,2.0,0.0,2.0,3.0,4.0,Newell's Old Boys,7.0,5.0,5.0,39.4,14.0,4.0,0.0,1.0,4.0,0.0,610081,2021-10-02 13:30:00,2021
Platense,11.0,7.0,8.0,57.6,11.0,3.0,0.0,2.0,1.0,2.0,Patronato,12.0,1.0,4.0,42.4,14.0,0.0,0.0,0.0,7.0,3.0,610082,2021-10-02 13:30:00,2021
Huracán,22.0,8.0,3.0,49.9,7.0,1.0,0.0,0.0,2.0,5.0,Arsenal Sarandi,12.0,2.0,5.0,50.1,15.0,3.0,0.0,2.0,6.0,4.0,610075,2021-10-02 15:45:00,2021
Atlético Tucumán,16.0,2.0,7.0,50.9,17.0,3.0,0.0,2.0,1.0,2.0,San Lorenzo,4.0,1.0,0.0,49.1,10.0,2.0,1.0,5.0,2.0,0.0,610083,2021-10-02 18:00:00,2021
Vélez Sarsfield,16.0,4.0,7.0,60.3,14.0,3.0,0.0,0.0,4.0,4.0,Independiente,15.0,7.0,3.0,39.7,12.0,5.0,0.0,0.0,1.0,0.0,610078,2021-10-02 20:15:00,2021
Gimnasia La Plata,16.0,3.0,10.0,62.8,9.0,1.0,0.0,5.0,2.0,7.0,Sarmiento (Junín),13.0,4.0,4.0,37.2,19.0,4.0,0.0,1.0,3.0,3.0,610084,2021-10-03 13:30:00,2021
Rosario Central,11.0,1.0,8.0,40.5,17.0,2.0,1.0,0.0,2.0,5.0,Argentinos Juniors,12.0,3.0,1.0,59.5,11.0,2.0,0.0,6.0,1.0,3.0,610074,2021-10-03 13:30:00,2021
River Plate,8.0,4.0,6.0,70.3,21.0,3.0,0.0,3.0,0.0,2.0,Boca Juniors,7.0,1.0,2.0,29.7,14.0,0.0,1.0,1.0,2.0,2.0,610077,2021-10-03 17:00:00,2021
Racing Club,9.0,3.0,7.0,50.5,16.0,1.0,0.0,3.0,6.0,1.0,Estudiantes de La Plata,18.0,7.0,5.0,49.5,16.0,3.0,0.0,1.0,2.0,2.0,610080,2021-10-03 20:15:00,2021
Defensa y Justicia,16.0,9.0,4.0,49.8,12.0,0.0,0.0,3.0,3.0,1.0,Talleres (Córdoba),13.0,3.0,4.0,50.2,15.0,1.0,0.0,2.0,6.0,3.0,610085,2021-10-04 18:00:00,2021
Colón (Santa Fe),14.0,3.0,8.0,56.9,15.0,2.0,0.0,1.0,3.0,4.0,Banfield,11.0,2.0,5.0,43.1,18.0,3.0,0.0,6.0,3.0,4.0,610076,2021-10-04 20:15:00,2021
Unión (Santa Fe),16.0,6.0,16.0,66.4,8.0,1.0,0.0,1.0,2.0,3.0,Platense,9.0,5.0,2.0,33.6,11.0,2.0,0.0,1.0,5.0,0.0,610069,2021-10-08 14:30:00,2021
Central Córdoba (Santiago del Estero),14.0,5.0,3.0,55.1,10.0,2.0,0.0,4.0,3.0,2.0,Huracán,10.0,5.0,6.0,44.9,12.0,3.0,0.0,4.0,4.0,1.0,610067,2021-10-08 16:45:00,2021
Estudiantes de La Plata,25.0,10.0,11.0,54.4,7.0,0.0,0.0,5.0,1.0,5.0,Rosario Central,13.0,3.0,3.0,45.6,19.0,2.0,0.0,6.0,7.0,3.0,610072,2021-10-08 19:00:00,2021
Newell's Old Boys,14.0,3.0,8.0,52.4,13.0,5.0,0.0,1.0,4.0,2.0,Vélez Sarsfield,10.0,6.0,3.0,47.6,15.0,2.0,0.0,2.0,2.0,1.0,610073,2021-10-08 21:15:00,2021
Argentinos Juniors,13.0,4.0,6.0,64.1,15.0,1.0,0.0,2.0,3.0,3.0,Defensa y Justicia,13.0,5.0,3.0,35.9,13.0,1.0,0.0,2.0,4.0,3.0,610064,2021-10-09 13:30:00,2021
Sarmiento (Junín),23.0,12.0,9.0,45.0,11.0,2.0,0.0,0.0,3.0,2.0,Aldosivi,12.0,3.0,4.0,55.0,13.0,4.0,0.0,3.0,8.0,3.0,610061,2021-10-09 13:30:00,2021
Patronato,22.0,7.0,12.0,50.7,9.0,0.0,0.0,4.0,2.0,4.0,Racing Club,6.0,4.0,1.0,49.3,12.0,4.0,0.0,1.0,6.0,0.0,610070,2021-10-09 15:45:00,2021
Banfield,9.0,2.0,6.0,48.0,14.0,3.0,0.0,5.0,8.0,1.0,River Plate,18.0,8.0,4.0,52.0,18.0,3.0,0.0,1.0,2.0,4.0,610071,2021-10-09 18:00:00,2021
Boca Juniors,27.0,10.0,10.0,64.5,11.0,2.0,0.0,3.0,1.0,8.0,Lanús,7.0,3.0,4.0,35.5,11.0,2.0,0.0,2.0,6.0,3.0,610068,2021-10-09 20:15:00,2021
Arsenal Sarandi,11.0,3.0,8.0,38.8,17.0,1.0,0.0,0.0,4.0,2.0,Godoy Cruz Antonio Tomba,17.0,4.0,1.0,61.2,17.0,1.0,0.0,0.0,3.0,4.0,610066,2021-10-11 14:30:00,2021
San Lorenzo,15.0,3.0,5.0,60.1,12.0,0.0,0.0,2.0,4.0,6.0,Colón (Santa Fe),11.0,6.0,0.0,39.9,17.0,0.0,0.0,5.0,2.0,3.0,610063,2021-10-11 16:45:00,2021
Independiente,12.0,4.0,6.0,66.1,16.0,4.0,0.0,1.0,1.0,2.0,Gimnasia La Plata,6.0,2.0,5.0,33.9,15.0,3.0,0.0,1.0,2.0,1.0,610065,2021-10-11 19:00:00,2021
Talleres (Córdoba),10.0,5.0,5.0,67.6,6.0,1.0,0.0,3.0,3.0,2.0,Atlético Tucumán,8.0,3.0,4.0,32.4,8.0,0.0,0.0,5.0,3.0,1.0,610062,2021-10-11 21:15:00,2021
Godoy Cruz Antonio Tomba,7.0,0.0,6.0,62.5,9.0,1.0,0.0,0.0,4.0,2.0,Central Córdoba (Santiago del Estero),10.0,4.0,1.0,37.5,12.0,1.0,0.0,3.0,0.0,1.0,610053,2021-10-15 14:30:00,2021
Rosario Central,17.0,7.0,6.0,58.5,10.0,2.0,0.0,1.0,2.0,0.0,Patronato,12.0,4.0,3.0,41.5,14.0,4.0,0.0,3.0,4.0,1.0,610056,2021-10-15 16:45:00,2021
Racing Club,18.0,1.0,6.0,68.8,8.0,1.0,0.0,0.0,1.0,3.0,Platense,9.0,2.0,8.0,31.2,7.0,1.0,0.0,2.0,1.0,3.0,610057,2021-10-15 19:00:00,2021
Defensa y Justicia,15.0,5.0,8.0,48.3,10.0,1.0,0.0,7.0,0.0,1.0,Estudiantes de La Plata,8.0,1.0,3.0,51.7,10.0,1.0,0.0,1.0,3.0,4.0,610054,2021-10-15 21:15:00,2021
Vélez Sarsfield,14.0,2.0,4.0,68.3,9.0,3.0,0.0,0.0,1.0,5.0,Arsenal Sarandi,9.0,1.0,7.0,31.7,9.0,3.0,0.0,0.0,2.0,4.0,610049,2021-10-15 21:15:00,2021
Sarmiento (Junín),13.0,6.0,6.0,60.9,13.0,2.0,0.0,2.0,1.0,4.0,Unión (Santa Fe),8.0,5.0,6.0,39.1,12.0,3.0,1.0,2.0,3.0,1.0,610060,2021-10-16 13:30:00,2021
