fecha,competicion,local,visita,elo_diff,squad_value_diff,ea_overall_diff,h2h_diff,goles_anotados_diff,goles_recibidos_diff,tiros_diff,tiros_arco_diff,corners_diff,posesion_diff,faltas_diff,resultado
2021-03-28,Clasif. UEFA,Israel,Scotland,-76.8,-1.341,-5.27,-0.444,-0.27,0.17,1.66,0.48,-1.43,7.45,-1.75,1
2021-03-28,Clasif. UEFA,Romania,Germany,-250.2,-2.444,-11.18,-1.538,0.38,-0.5,-1.96,-1.95,-1.42,-7.32,3.04,0
2021-03-28,Clasif. CONCACAF,St. Lucia,Haiti,-405.2,-0.639,5.25,0.0,-1.14,0.5,-2.5,-1.0,1.8,14.12,-4.9,1
2021-03-28,Clasif. CONCACAF,Dominica,Panama,-439.3,-1.378,-0.85,-4.0,0.55,-2.0,0.25,0.95,1.05,11.5,-0.35,0
2021-03-28,Clasif. CONCACAF,Cuba,Curaçao,-165.1,-1.977,-9.4,0.364,0.47,3.0,-2.33,-0.75,-1.5,-8.5,-2.5,0
2021-03-28,Clasif. CONCACAF,Aruba,Suriname,-324.4,-1.609,-4.6,-1.0,-1.25,-0.46,0.0,0.0,0.0,0.0,0.0,0
2021-03-28,Clasif. UEFA,Bulgaria,Italy,-509.5,-3.926,-16.0,-0.895,-1.07,0.67,-6.75,-2.12,-3.41,-12.18,3.12,0
2021-03-28,Clasif. CONCACAF,Montserrat,El Salvador,-368.2,-0.232,0.08,-1.333,0.38,-0.62,5.25,1.45,1.13,4.83,-2.1,1
2021-03-28,Amistosos 2020-21,Northern Ireland,United States,-253.5,-1.08,-3.55,5.0,-3.8,0.36,-11.29,-4.74,-3.17,-25.49,-6.36,0
2021-03-28,Clasif. UEFA,Denmark,Moldova,735.5,3.206,14.55,0.0,1.29,0.07,8.0,2.5,5.27,22.69,-4.62,2
2021-03-28,Amistosos 2020-21,Greece,Honduras,-30.8,1.75,6.82,0.0,-0.5,0.05,1.17,0.17,0.5,-3.11,-4.29,2
2021-03-28,Clasif. CONCACAF,Puerto Rico,Trinidad and Tobago,-311.7,-1.508,6.17,-4.5,-8.2,-0.79,-1.0,0.0,3.8,22.4,1.9,1
2021-03-29,Amistosos 2020-21,Nepal,Bangladesh,51.0,0.0,1.02,-0.48,0.5,-0.2,0.0,0.0,0.0,0.0,0.0,2
2021-03-29,Amistosos 2020-21,Uzbekistan,Iraq,-60.4,-0.24,-6.46,0.091,-0.73,0.33,-0.5,-0.5,0.0,0.0,0.0,0
2021-03-29,Amistosos 2020-21,Kuwait,Lebanon,-15.5,0.968,8.93,0.679,1.0,-0.35,-8.0,-3.2,-3.8,-15.4,2.1,1
2021-03-29,Amistosos 2020-21,Ecuador,Bolivia,266.5,1.262,7.55,0.625,1.53,-0.33,2.95,4.53,1.55,15.58,2.9,2
2021-03-29,Amistosos 2020-21,United Arab Emirates,India,199.5,1.37,6.27,1.462,1.0,0.12,0.0,0.0,0.0,0.0,0.0,2
2021-03-29,Clasif. CONCACAF,Cayman Islands,Canada,-592.1,-3.123,-7.71,-0.0,-3.97,1.6,-6.7,-4.4,-1.0,-17.86,2.9,0
2021-03-30,Clasif. UEFA,Montenegro,Norway,-163.2,-1.328,-5.18,0.5,-0.47,-0.75,-0.21,-1.5,-1.92,0.87,0.46,0
2021-03-30,Clasif. UEFA,Turkey,Latvia,569.0,3.85,18.57,0.167,0.71,0.81,0.88,0.8,-2.29,-3.44,-2.62,1
2021-03-30,Clasif. UEFA,Slovakia,Russia,-140.2,-0.027,-0.82,-0.0,-0.4,-0.17,-4.5,-0.5,-2.79,-2.55,0.62,2
2021-03-30,Clasif. UEFA,Azerbaijan,Serbia,-414.0,-4.835,-20.26,-1.6,-1.6,0.07,-6.24,-1.77,-2.83,-0.5,3.07,0
2021-03-30,Clasif. AFC,Saudi Arabia,Palestine,148.7,3.776,7.68,0.75,0.67,0.4,9.67,2.0,-1.13,8.57,2.77,2
2021-03-30,Clasif. UEFA,Croatia,Malta,586.6,6.893,19.64,1.875,-0.14,0.11,1.48,0.32,0.55,0.68,0.32,2
2021-03-30,Clasif. UEFA,Luxembourg,Portugal,-648.0,-4.017,-18.18,-2.588,-1.8,0.13,-5.95,-3.12,-2.59,-7.75,3.68,0
2021-03-30,Clasif. UEFA,Belgium,Belarus,622.2,5.371,22.7,-0.0,-0.11,-1.0,-0.43,-0.71,-1.55,-1.54,-4.57,2
2021-03-30,Clasif. UEFA,Gibraltar,Netherlands,-786.0,-5.187,-16.66,0.0,-0.83,1.1,-11.89,-4.25,-4.2,-26.15,0.66,0
2021-03-30,Clasif. AFC,Mongolia,Japan,-794.7,-3.323,-12.08,-7.667,-0.83,-0.67,-2.3,-1.6,-0.2,1.04,-5.3,0
2021-03-30,Clasif. CONCACAF,Belize,Turks and Caicos Islands,165.6,-1.561,-3.15,0.0,0.17,-2.7,0.0,0.0,0.0,0.0,0.0,2
2021-03-30,Clasif. UEFA,Cyprus,Slovenia,-322.4,-3.433,-15.96,-0.8,-0.83,0.5,-1.67,-0.83,-1.73,-4.55,1.17,2
2021-03-30,Clasif. CONCACAF,Grenada,US Virgin Islands,416.0,-0.378,1.96,0.0,-0.35,-0.57,0.0,0.0,0.0,0.0,0.0,2
2021-03-30,Clasif. CONCACAF,St. Vincent and the Grenadines,British Virgin Islands,426.3,0.0,8.53,0.0,0.93,-1.21,0.0,0.0,0.0,0.0,0.0,2
2021-03-30,Clasif. CONCACAF,Barbados,Anguilla,377.5,-2.526,-0.12,6.0,1.67,-3.17,-7.5,-3.2,-1.8,-20.3,6.1,2
2021-03-30,Amistosos 2020-21,Costa Rica,Mexico,-288.9,-1.746,-7.82,-0.922,-1.2,-0.42,-0.5,0.17,1.6,-0.48,3.0,0
2021-03-30,Clasif. UEFA,Wales,Czech Republic,62.1,0.107,-2.79,-0.333,-0.93,1.17,-3.38,-1.38,-2.09,-16.69,-2.39,2
2021-03-30,Clasif. CONCACAF,Guyana,Bahamas,208.8,0.022,-7.64,-0.0,-1.12,-0.62,-6.17,-2.53,-1.47,-8.33,1.1,2
2021-03-30,Amistosos 2020-21,Qatar,Republic of Ireland,108.1,-0.051,1.32,0.0,-0.25,0.58,2.28,1.4,-1.27,-6.39,1.07,1
2021-03-30,Amistosos 2020-21,Iran,Syria,250.4,1.186,2.52,1.04,1.91,-0.27,-8.5,-1.7,-2.8,-5.0,3.1,2
2021-03-30,Amistosos 2020-21,Bahrain,Jordan,73.2,4.424,14.5,-0.391,-0.08,0.0,9.5,2.2,0.0,0.0,0.0,0
2021-03-31,Clasif. UEFA,Austria,Denmark,-162.1,0.034,-0.18,-0.111,-1.12,-1.3,-0.25,-0.62,0.38,0.3,1.88,0
2021-03-31,Clasif. UEFA,Germany,North Macedonia,401.8,2.913,13.55,0.0,0.0,1.23,2.38,3.25,2.12,3.45,-0.5,0
2021-03-31,Clasif. UEFA,England,Poland,156.7,1.241,4.82,1.0,0.37,-0.67,5.75,1.43,2.0,7.91,-5.11,2
2021-03-31,Clasif. UEFA,Bosnia and Herzegovina,France,-444.2,-2.142,-9.91,-0.75,-1.5,0.93,-6.48,-3.7,-3.64,-13.03,-0.59,0
2021-03-31,Clasif. UEFA,Greece,Georgia,152.3,1.41,6.82,1.286,0.5,-0.25,-0.62,0.54,2.6,9.8,-2.88,1
2021-03-31,Amistosos 2020-21,Switzerland,Finland,194.1,1.631,6.36,0.4,0.36,-0.73,2.39,2.16,0.86,7.34,1.71,2
2021-03-31,Amistosos 2020-21,Sweden,Estonia,463.3,3.936,13.62,2.176,0.17,-1.12,3.38,0.58,0.04,10.82,-3.93,2
2021-03-31,Clasif. UEFA,San Marino,Albania,-673.8,-3.004,-11.96,-3.0,-0.9,1.5,-6.57,-3.8,-3.67,-23.66,-0.9,0
2021-03-31,Clasif. UEFA,Armenia,Romania,-110.1,-2.721,-6.7,-2.2,-1.5,-0.67,2.0,-0.17,1.0,-2.65,0.17,2
2021-03-31,Clasif. UEFA,Andorra,Hungary,-745.1,-5.654,-12.0,-2.5,-0.86,0.95,-6.83,-3.14,-3.77,-25.39,4.66,0
2021-03-31,Clasif. UEFA,Moldova,Israel,-373.1,-1.741,-7.45,-0.667,-0.4,1.93,-8.82,-1.86,-2.98,-20.31,1.66,0
2021-03-31,Clasif. UEFA,Northern Ireland,Bulgaria,60.2,1.367,3.82,-0.286,-0.67,0.04,-0.62,0.0,-0.86,-11.85,-4.0,1
2021-03-31,Clasif. UEFA,Scotland,Faroe Islands,398.1,4.361,13.69,2.222,0.19,-0.69,1.38,-1.04,1.71,-2.86,0.89,2
2021-03-31,Clasif. UEFA,Spain,Kosovo,549.7,2.381,12.64,-0.0,0.4,-1.0,8.08,2.12,3.5,20.45,-2.17,2
2021-03-31,Clasif. UEFA,Ukraine,Kazakhstan,498.2,3.219,9.58,1.5,0.0,0.51,0.0,0.0,-0.87,-1.26,-9.29,1
2021-03-31,Clasif. UEFA,Lithuania,Italy,-663.5,-4.722,-21.66,-1.833,-0.46,0.71,-7.75,-2.88,-5.49,-18.96,0.62,0
2021-03-31,Clasif. CONCACAF,Bermuda,Aruba,350.5,0.833,4.0,1.5,0.54,1.0,-0.75,-0.45,1.53,-13.02,-0.65,2
2021-03-31,Clasif. UEFA,Liechtenstein,Iceland,-471.4,-3.596,-14.18,-1.571,0.67,-0.75,4.07,0.33,-0.62,19.17,5.12,0
2021-05-23,Amistosos 2020-21,Ukraine,Bahrain,178.3,1.09,1.7,-0.0,-1.0,0.61,-0.07,-0.49,-0.8,-3.3,-4.33,1
2021-05-24,Amistosos 2020-21,United Arab Emirates,Jordan,-47.8,2.931,5.64,0.533,1.33,0.67,9.5,2.2,0.0,0.0,0.0,2
2021-05-24,Amistosos 2020-21,Iraq,Tajikistan,349.2,0.723,-0.21,1.0,0.37,-1.17,1.0,1.0,0.0,0.0,0.0,1
2021-05-25,Amistosos 2020-21,Indonesia,Afghanistan,-33.5,-1.883,-10.0,-0.0,1.4,0.48,0.0,0.0,0.0,0.0,0.0,0
2021-05-25,Amistosos 2020-21,Thailand,Oman,-94.8,-2.237,-6.15,0.417,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0
2021-05-27,Amistosos 2020-21,Turkey,Azerbaijan,422.1,3.955,19.06,1.0,1.71,0.39,5.79,2.62,0.36,2.09,-1.11,2
2021-05-28,Clasif. AFC,Japan,Myanmar,607.3,3.323,8.32,1.091,1.47,0.0,2.3,1.6,0.2,-1.04,5.3,2
2021-05-28,Amistosos 2020-21,Italy,San Marino,1151.7,5.044,23.28,5.333,0.79,-2.17,11.84,3.82,6.05,34.92,0.61,2
2021-05-28,Amistosos 2020-21,Bahrain,Malaysia,290.1,5.407,20.34,0.636,-0.5,-0.2,-3.5,-3.2,1.2,-20.6,0.1,2
2021-05-29,Amistosos 2020-21,Thailand,Tajikistan,99.1,0.14,-2.13,-0.0,0.15,-0.55,10.5,3.2,0.0,0.0,0.0,1
2021-05-29,Amistosos 2020-21,Singapore,Afghanistan,-15.6,0.777,3.11,-0.333,0.1,-0.86,0.0,0.0,0.0,0.0,0.0,1
2021-05-29,Amistosos 2020-21,Iraq,Nepal,608.2,0.723,5.14,4.333,-0.25,-1.5,-9.5,-2.2,0.0,0.0,0.0,2
2021-05-29,Amistosos 2020-21,Indonesia,Oman,-345.6,-5.102,-19.3,0.25,0.57,1.95,0.0,0.0,0.0,0.0,0.0,0
2021-05-29,Amistosos 2020-21,Sweden,Finland,115.5,0.994,3.91,2.236,0.04,0.4,3.5,1.12,0.46,8.88,2.75,2
2021-05-30,Clasif. AFC,Guam,China,-584.8,-4.941,-7.91,-11.0,-2.53,1.79,8.5,0.0,1.8,11.1,5.9,0
2021-05-30,Amistosos 2020-21,Switzerland,United States,98.8,0.752,4.36,0.375,-2.86,0.33,-3.67,-1.45,-0.55,-11.96,-3.02,2
2021-05-30,Amistosos 2020-21,Malta,Northern Ireland,-316.9,-4.894,-10.36,-1.429,0.83,0.0,0.84,0.64,-1.17,8.09,2.14,0
2021-05-30,Amistosos 2020-21,Mexico,Iceland,367.6,1.597,6.64,1.0,0.25,-1.08,4.45,0.43,-0.96,24.64,1.45,2
2021-05-31,Amistosos 2020-21,Turkey,Guinea,281.7,0.74,7.74,-0.0,0.86,0.31,0.75,3.0,-0.18,-10.24,-1.75,1
2021-05-31,Amistosos 2020-21,Jordan,Vietnam,57.8,-3.015,-11.86,0.0,0.07,1.25,-9.5,-2.2,0.0,0.0,0.0,1
2021-05-31,Amistosos 2020-21,Turkey,Northern Ireland,246.4,1.058,7.55,-0.0,1.5,0.67,4.75,2.5,-0.21,5.6,2.25,1
2021-06-01,Amistosos 2020-21,Poland,Russia,79.5,0.547,2.18,-1.0,0.37,0.08,-2.75,-0.16,-0.38,-2.0,2.12,1
2021-06-01,Amistosos 2020-21,Slovakia,Bulgaria,131.7,2.555,9.18,0.667,-0.07,-0.33,1.12,1.21,-0.93,2.6,-2.38,1
2021-06-01,Amistosos 2020-21,North Macedonia,Slovenia,-9.9,-1.297,-5.82,1.0,0.49,0.24,1.95,0.77,-2.05,4.74,-2.09,1
2021-06-01,Amistosos 2020-21,Lithuania,Estonia,-20.3,0.577,-1.31,0.102,0.2,-1.14,1.04,-0.83,-0.57,7.43,-3.96,0
2021-06-01,Amistosos 2020-21,Kosovo,San Marino,623.2,2.974,12.09,0.0,0.25,-1.8,1.57,0.45,0.83,17.37,-0.1,2
2021-06-01,Amistosos 2020-21,Croatia,Armenia,214.3,4.107,12.97,-0.0,0.14,0.5,-1.82,-0.45,0.07,16.21,0.09,1
2021-06-02,Clasif. CONCACAF,Cayman Islands,Aruba,12.8,1.609,-2.05,-0.0,-0.67,1.38,0.0,0.0,0.0,-25.7,-0.9,0
2021-06-02,Clasif. CONCACAF,Puerto Rico,Bahamas,12.5,-1.079,4.11,-0.0,-1.67,-0.73,-10.5,-3.2,0.0,0.0,0.0,2
2021-06-02,Clasif. CONCACAF,Dominica,Anguilla,293.7,0.0,5.87,5.0,1.6,-3.64,0.0,0.0,0.0,0.0,0.0,2
2021-06-02,Clasif. CONCACAF,Montserrat,US Virgin Islands,305.2,-0.342,3.83,0.0,0.52,0.38,0.0,0.0,0.0,0.0,0.0,2
2021-06-02,Clasif. CONCACAF,Cuba,British Virgin Islands,485.5,-0.033,3.84,-0.0,1.67,1.0,-4.83,-1.7,-0.8,-9.3,-0.9,2
2021-06-02,Amistosos 2020-21,Germany,Denmark,-49.3,1.387,6.64,0.63,-1.0,0.1,1.75,1.88,-1.12,4.04,0.25,1
2021-06-02,Amistosos 2020-21,France,Wales,236.4,1.979,9.82,1.4,0.5,-0.5,5.38,1.25,2.88,14.33,2.25,2
2021-06-02,Amistosos 2020-21,Norway,Luxembourg,330.1,2.852,11.36,1.6,0.6,0.33,4.75,2.26,2.04,9.3,0.08,2
2021-06-02,Amistosos 2020-21,Romania,Georgia,156.1,0.953,4.91,2.143,1.63,0.71,1.21,0.79,-1.17,-0.8,-1.71,0
2021-06-02,Amistosos 2020-21,Netherlands,Scotland,293.3,1.155,6.0,0.579,0.74,0.4,8.75,4.12,3.45,14.7,-0.75,1
2021-06-02,Amistosos 2020-21,Bosnia and Herzegovina,Montenegro,111.8,0.689,3.73,0.0,-1.1,0.92,-7.52,-3.2,-1.98,-10.12,-2.95,1
2021-06-02,Amistosos 2020-21,Belarus,Azerbaijan,118.0,0.166,1.83,0.5,1.29,1.75,-0.57,0.17,2.0,10.56,-0.05,0
2021-06-02,Amistosos 2020-21,Mozambique,Lesotho,15.2,1.053,1.52,0.895,0.0,0.08,0.0,0.0,0.0,0.0,0.0,2
2021-06-02,Amistosos 2020-21,England,Austria,226.6,1.298,5.82,1.722,1.34,-0.47,4.64,1.29,0.86,3.53,-1.11,2
2021-06-02,Clasif. CONCACAF,St. Lucia,Turks and Caicos Islands,147.5,0.0,2.95,0.0,-0.4,-3.0,0.0,0.0,0.0,0.0,0.0,1
2021-06-03,Clasif. AFC,Nepal,Chinese Taipei,-15.0,0.981,0.59,0.0,0.75,-1.19,0.0,0.0,0.0,0.0,0.0,2
2021-06-03,Clasif. AFC,Iran,Hong Kong,531.4,4.512,19.77,1.667,3.07,-0.17,-8.5,-1.7,-2.8,-5.0,3.1,2
2021-06-03,Clasif. CONMEBOL,Bolivia,Venezuela,-239.4,-1.574,-6.27,0.611,-1.6,1.33,-1.42,-0.08,-2.33,3.56,-1.83,2
2021-06-03,Clasif. AFC,Bangladesh,Afghanistan,-253.0,0.777,-1.65,-0.667,-0.15,0.51,0.0,0.0,0.0,0.0,0.0,1
2021-06-03,Clasif. AFC,United Arab Emirates,Malaysia,210.5,3.96,11.64,1.9,0.33,0.23,0.0,0.0,0.0,0.0,0.0,2
2021-06-03,Clasif. AFC,Thailand,Indonesia,237.1,2.799,13.0,0.5,-0.6,-1.74,1.0,1.0,0.0,0.0,0.0,1
2021-06-03,Clasif. AFC,Bahrain,Cambodia,620.1,2.834,12.4,1.0,1.0,-2.05,-3.5,-3.2,1.2,-20.6,0.1,2
2021-06-03,Amistosos 2020-21,Turkey,Moldova,590.5,2.57,14.39,2.364,2.0,-1.14,6.38,2.79,2.0,17.36,-0.21,2
2021-06-03,Clasif. AFC,India,Qatar,-397.4,-3.234,-16.71,-1.667,-0.62,-0.14,0.0,0.2,2.47,3.37,0.23,0
2021-06-03,Clasif. AFC,North Korea,Sri Lanka,554.1,0.0,11.08,2.667,0.33,-0.75,0.0,0.0,0.0,0.0,0.0,1
2021-06-03,Clasif. AFC,Australia,Kuwait,310.1,2.397,0.6,0.538,0.97,-0.2,8.0,3.2,3.8,15.4,-2.1,2
2021-06-03,Clasif. AFC,Palestine,Singapore,199.2,-1.772,-5.62,-1.2,-0.1,0.54,-10.5,-3.2,0.0,0.0,0.0,2
2021-06-03,Amistosos 2020-21,Algeria,Mauritania,351.6,3.464,15.44,2.857,0.17,-1.0,1.42,1.25,-2.33,2.79,4.67,2
2021-06-03,Clasif. CONMEBOL,Uruguay,Paraguay,177.1,0.831,6.18,0.27,0.52,0.43,-4.5,-1.33,-1.0,-13.85,0.0,1
2021-06-03,Amistosos 2020-21,Belgium,Greece,472.2,1.567,8.09,0.25,1.21,0.33,0.62,0.2,-1.78,-5.69,-2.17,1
2021-06-03,Amistosos 2020-21,Ukraine,Northern Ireland,232.7,1.38,5.55,-0.0,-0.5,0.11,5.29,1.43,0.12,10.19,-2.43,2
2021-06-03,Amistosos 2020-21,Andorra,Republic of Ireland,-589.5,-6.031,-14.82,-2.25,-0.5,1.9,-4.3,-0.94,-1.75,-25.67,7.88,0
2021-06-03,Amistosos 2020-21,Switzerland,Liechtenstein,809.9,5.337,21.27,2.5,0.79,-0.62,5.6,3.09,2.83,6.53,-1.29,2
2021-06-03,Amistosos 2020-21,Egypt,Burundi,281.0,3.116,12.1,2.2,0.57,-0.29,2.25,1.75,-1.83,0.2,-4.92,1
2021-06-03,Amistosos 2020-21,Japan,Jamaica,147.7,0.754,3.64,1.0,3.67,0.6,3.51,1.97,1.0,5.23,3.49,1
2021-06-04,Clasif. CONCACAF,Guatemala,St. Vincent and the Grenadines,280.7,2.535,5.61,0.0,1.0,0.33,-9.75,-2.95,-3.8,-23.3,-1.9,2
2021-06-04,Amistosos 2020-21,Malta,Kosovo,-264.3,-5.382,-11.36,-3.5,-0.17,-0.03,3.03,1.04,1.17,9.12,1.14,0
2021-06-04,Clasif. CONCACAF,St. Kitts and Nevis,Guyana,-27.8,-0.022,11.6,0.0,0.67,-0.19,6.17,2.53,1.47,8.33,-1.1,2
2021-06-04,Clasif. CONCACAF,Antigua and Barbuda,Grenada,-31.6,0.186,-2.5,-0.2,1.05,0.67,0.0,0.0,0.0,0.0,0.0,2
2021-06-04,Clasif. CONCACAF,Dominican Republic,Barbados,93.6,3.651,5.75,1.5,0.83,-0.75,7.5,3.2,1.8,20.3,-6.1,1
2021-06-04,Clasif. AFC,Maldives,Syria,-453.5,-0.961,-3.76,-5.167,-0.33,1.63,0.0,0.0,0.0,0.0,0.0,0
2021-06-04,Amistosos 2020-21,North Macedonia,Kazakhstan,271.4,1.984,4.67,-0.0,1.29,-0.43,5.54,2.18,0.25,13.9,-6.48,2
2021-06-04,Clasif. CONMEBOL,Peru,Colombia,-106.1,-1.53,-6.09,-0.123,0.07,-1.64,-1.0,0.25,-0.75,-10.67,-0.5,0
2021-06-04,Clasif. CONMEBOL,Argentina,Chile,173.4,1.784,7.36,1.267,0.29,-0.4,4.0,-0.15,3.3,-0.89,-1.3,1
2021-06-04,Clasif. CONCACAF,Suriname,Bermuda,-12.6,0.777,0.83,2.0,0.38,-1.53,0.75,0.45,-1.53,13.02,0.65,2
2021-06-04,Amistosos 2020-21,Slovenia,Gibraltar,444.7,3.928,11.42,-0.0,0.8,-2.35,4.9,1.71,1.26,22.4,0.43,2
2021-06-04,Amistosos 2020-21,Faroe Islands,Iceland,-336.3,-2.905,-8.78,-2.36,-0.61,-0.52,1.16,0.71,-0.57,10.63,1.36,0
2021-06-04,Amistosos 2020-21,Nigeria,Cameroon,123.0,0.293,-0.09,0.609,0.24,-0.07,4.0,2.6,1.75,-11.22,6.0,0
2021-06-04,Amistosos 2020-21,Latvia,Lithuania,-64.6,-0.577,-1.17,0.627,0.33,-0.05,3.93,2.77,2.57,4.05,4.03,2
2021-06-04,Amistosos 2020-21,Kosovo,Kazakhstan,159.1,2.327,5.03,0.0,1.0,-0.33,-2.0,-0.1,-1.75,0.55,-7.36,1
2021-06-04,Amistosos 2020-21,Italy,Czech Republic,246.0,1.58,5.16,0.167,0.35,-0.17,4.88,1.75,2.09,12.82,-2.25,2
2021-06-04,Amistosos 2020-21,Rwanda,Central African Republic,23.4,-2.967,-4.25,-0.5,2.38,-0.5,0.0,0.0,0.0,0.0,0.0,2
2021-06-04,Amistosos 2020-21,Spain,Portugal,-4.3,0.11,1.0,0.711,-1.02,-0.5,-2.12,-2.5,-1.12,11.79,-1.5,1
2021-06-04,Amistosos 2020-21,Hungary,Cyprus,408.6,2.426,11.14,1.143,0.95,0.0,1.89,1.64,3.1,11.64,1.38,2
2021-06-04,Amistosos 2020-21,Finland,Estonia,324.3,2.942,9.71,1.0,0.17,-1.0,0.86,0.02,-0.07,4.79,-5.34,0
2021-06-05,Clasif. AFC,Saudi Arabia,Yemen,340.0,2.004,1.29,2.444,1.47,-0.43,-0.83,-1.2,-1.13,8.57,2.77,2
2021-06-05,Amistosos 2020-21,Senegal,Zambia,238.4,2.491,13.36,-0.308,-0.81,-0.17,9.5,2.3,0.45,-6.22,7.6,2
2021-06-05,Amistosos 2020-21,Tunisia,DR Congo,172.8,-0.61,-3.18,0.846,0.13,-0.46,0.07,-3.0,-6.33,13.82,-12.83,2
2021-06-05,Amistosos 2020-21,Sweden,Armenia,229.2,3.302,9.15,-0.0,0.26,1.25,-2.5,-0.42,-1.25,7.58,0.54,2
2021-06-05,Clasif. CONCACAF,British Virgin Islands,Curaçao,-677.5,-2.093,-13.55,-4.0,-1.6,2.12,2.5,0.95,-0.7,0.8,-1.6,0
2021-06-05,Amistosos 2020-21,Lesotho,Eswatini,127.6,0.0,2.55,-0.081,-0.15,0.7,0.0,0.0,0.0,0.0,0.0,0
2021-06-05,Clasif. CONCACAF,Bahamas,Trinidad and Tobago,-333.4,-0.429,1.44,0.0,-3.13,-0.25,9.5,3.2,3.8,22.4,1.9,1
2021-06-05,Clasif. CONMEBOL,Brazil,Ecuador,292.6,2.581,10.09,2.281,-0.74,-0.75,-0.1,-0.25,-0.05,14.29,-1.75,2
2021-06-05,Amistosos 2020-21,Montenegro,Israel,-64.4,0.061,0.18,-0.0,0.75,-0.25,2.18,1.11,1.12,-0.67,2.7,0
2021-06-05,Amistosos 2020-21,Ivory Coast,Burkina Faso,71.6,1.512,7.55,0.81,-0.31,0.39,-0.9,0.2,-1.05,-7.0,7.9,2
2021-06-05,Amistosos 2020-21,Wales,Albania,308.1,0.601,3.55,0.333,-0.87,0.83,-4.86,-1.89,-3.26,-16.83,-2.19,1
2021-06-05,Clasif. AFC,South Korea,Turkmenistan,430.6,3.513,4.24,1.75,1.64,1.1,-4.17,-0.87,0.87,0.43,-0.57,2
2021-06-05,Amistosos 2020-21,Russia,Bulgaria,228.5,2.582,10.0,0.882,0.3,0.37,4.96,1.17,0.88,7.79,-2.52,2
2021-06-05,Clasif. CONCACAF,Turks and Caicos Islands,Haiti,-552.7,-0.639,2.3,-3.5,-0.25,3.26,-2.5,-1.0,1.8,14.12,-4.9,0
2021-06-05,Clasif. CONCACAF,Nicaragua,Belize,21.2,-1.609,-7.0,-0.2,2.0,-0.25,-2.5,-1.2,4.2,28.75,-1.9,2
2021-06-05,Clasif. AFC,Lebanon,Sri Lanka,561.4,-0.968,1.99,2.75,-0.25,-1.83,0.0,0.0,0.0,0.0,0.0,2
2021-06-05,Amistosos 2020-21,Togo,Guinea,-180.0,-0.447,-1.91,-0.706,-0.67,-0.4,0.25,1.45,1.05,-4.38,-1.85,2
2021-06-05,Amistosos 2020-21,Gambia,Niger,87.4,3.102,12.09,0.0,-1.17,-1.03,0.0,0.0,0.0,0.0,0.0,2
2021-06-05,Clasif. CONCACAF,US Virgin Islands,El Salvador,-653.1,0.111,-3.97,0.0,0.02,-0.33,5.25,1.45,1.13,4.83,-2.1,0
2021-06-06,Amistosos 2020-21,Luxembourg,Scotland,-284.8,-2.804,-11.27,-2.5,-0.58,0.43,-1.5,-0.25,-0.25,0.96,-1.38,0
2021-06-06,Amistosos 2020-21,Algeria,Mali,187.5,0.578,2.82,0.619,0.04,0.05,-7.3,-1.85,-3.25,-6.93,4.0,2
2021-06-06,Amistosos 2020-21,Belgium,Croatia,296.0,0.638,3.73,-0.571,1.16,-0.83,-1.45,0.89,0.25,0.56,-1.16,2
2021-06-06,Clasif. CONCACAF,Anguilla,Panama,-749.8,-1.378,-7.0,-13.0,-1.4,2.19,0.25,0.95,1.05,11.5,-0.35,0
2021-06-06,Amistosos 2020-21,Denmark,Bosnia and Herzegovina,344.8,0.715,3.18,-0.6,1.25,-0.17,1.79,2.04,1.32,8.59,-1.16,2
2021-06-06,Clasif. CONCACAF,Aruba,Canada,-580.9,-4.732,-5.73,-7.0,-3.7,0.98,-10.5,-4.8,-1.2,-20.34,2.9,0
2021-06-06,Amistosos 2020-21,Austria,Slovakia,121.2,0.517,2.0,0.25,0.4,0.0,4.29,1.76,2.43,8.91,-0.43,1
2021-06-06,Amistosos 2020-21,Netherlands,Georgia,420.7,3.041,13.64,-0.0,1.17,0.24,10.0,4.0,4.62,10.76,-1.62,2
2021-06-06,Amistosos 2020-21,Norway,Greece,71.2,0.525,0.91,-0.25,-0.1,1.33,5.4,0.79,2.43,0.25,0.5,0
2021-06-06,Amistosos 2020-21,Moldova,Azerbaijan,-191.0,1.365,4.53,0.111,-0.25,1.54,-0.79,0.2,-0.77,-10.3,-2.08,2
2021-06-06,Amistosos 2020-21,England,Romania,327.4,2.389,10.18,0.0,0.33,-0.36,6.33,2.0,3.33,15.33,-1.83,2
2021-06-07,Clasif. AFC,Japan,Tajikistan,442.7,3.323,5.0,5.0,4.0,0.0,12.3,4.3,0.2,-1.04,5.3,2
2021-06-07,Clasif. AFC,China,Philippines,278.0,3.12,9.24,2.6,1.86,-0.21,0.0,0.0,0.0,0.0,0.0,2
2021-06-07,Clasif. AFC,Vietnam,Indonesia,266.9,4.152,17.89,-0.136,-0.27,-2.0,10.5,3.2,0.0,0.0,0.0,2
2021-06-07,Clasif. AFC,United Arab Emirates,Thailand,104.5,1.23,-1.36,0.455,1.73,0.3,9.5,2.2,0.0,0.0,0.0,2
2021-06-07,Clasif. AFC,Iran,Bahrain,191.5,-0.694,-4.16,0.941,-0.55,0.05,-5.0,1.5,-4.0,15.6,3.0,2
