competicion,fecha,local,visita,goles_local,goles_visita,tiros_local,tiros_visita,tiros_arco_local,tiros_arco_visita,corners_local,corners_visita,faltas_local,faltas_visita,posesion_local,posesion_visita,elo_local,elo_visita
Amistosos 2018-19,2019-09-10,Morocco,Niger,1.0,0.0,,,,,,,,,,,1781.3,1425.0
Clasif. CAF,2019-09-10,Guinea-Bissau,Sao Tome and Principe,2.0,1.0,,,,,,,,,,,1417.4,1228.2
Clasif. AFC,2019-09-10,Yemen,Saudi Arabia,2.0,2.0,,,,,,,,,,,1331.5,1612.9
Amistosos 2018-19,2019-09-10,Ukraine,Nigeria,2.0,2.0,,,,,,,,,,,1871.9,1763.0
Clasif. AFC,2019-09-10,Malaysia,United Arab Emirates,1.0,2.0,,,,,,,,,,,1340.2,1617.0
Clasif. AFC,2019-09-10,Guam,Philippines,1.0,4.0,,,,,,,,,,,1072.0,1294.2
Clasif. AFC,2019-09-10,Cambodia,Bahrain,0.0,1.0,,,,,,,,,,,1065.8,1604.4
Clasif. AFC,2019-09-10,Kuwait,Australia,0.0,3.0,,,,,,,,,,,1520.5,1765.5
Clasif. AFC,2019-09-10,Maldives,China,0.0,5.0,,,,,,,,,,,1161.1,1641.5
Clasif. AFC,2019-09-10,Turkmenistan,South Korea,0.0,2.0,,,,,,,,,,,1381.7,1859.9
Clasif. AFC,2019-09-10,Sri Lanka,North Korea,0.0,1.0,,,,,,,,,,,962.9,1516.8
Clasif. AFC,2019-09-10,Afghanistan,Bangladesh,1.0,0.0,,,,,,,,,,,1310.3,1039.2
Clasif. CAF,2019-09-10,Namibia,Eritrea,2.0,0.0,,,,,,,,,,,1445.4,1203.2
Clasif. AFC,2019-09-10,Indonesia,Thailand,0.0,3.0,,,,,,,,,,,1357.2,1479.9
Clasif. AFC,2019-09-10,Myanmar,Japan,0.0,2.0,,,,,,,,,,,1225.6,1851.2
Clasif. AFC,2019-09-10,Hong Kong,Iran,0.0,2.0,,,,,,,,,,,1334.6,1890.3
Clasif. AFC,2019-09-10,Singapore,Palestine,2.0,1.0,,,,,,,,,,,1256.6,1584.0
Clasif. AFC,2019-09-10,Chinese Taipei,Nepal,0.0,2.0,,,,,,,,,,,1204.3,1104.3
Clasif. AFC,2019-09-10,Mongolia,Tajikistan,0.0,1.0,,,,,,,,,,,1079.8,1416.8
Amistosos 2018-19,2019-09-11,Ecuador,Bolivia,3.0,0.0,,,,,,,,,,,1798.2,1634.3
Amistosos 2018-19,2019-09-11,United States,Uruguay,1.0,1.0,,,,,,,,,,,1816.5,2012.8
Amistosos 2018-19,2019-09-11,Colombia,Venezuela,0.0,0.0,,,,,,,,,,,2085.2,1844.1
Amistosos 2018-19,2019-09-11,Argentina,Mexico,4.0,0.0,,,,,,,,,,,1986.0,1982.2
Amistosos 2018-19,2019-09-11,Brazil,Peru,0.0,1.0,,,,,,,,,,,2178.1,1931.7
Amistosos 2018-19,2019-09-11,Honduras,Chile,2.0,1.0,,,,,,,,,,,1694.7,1883.1
Amistosos 2018-19,2019-09-29,Bangladesh,Bhutan,4.0,1.0,,,,,,,,,,,1032.3,850.0
Amistosos 2018-19,2019-09-30,Botswana,Liberia,0.0,0.0,,,,,,,,,,,1399.5,1450.3
Amistosos 2018-19,2019-10-03,Mexico,Trinidad and Tobago,2.0,0.0,,,,,,,,,,,1963.6,1522.3
Amistosos 2018-19,2019-10-03,Bangladesh,Bhutan,2.0,0.0,,,,,,,,,,,1038.0,844.3
Amistosos 2018-19,2019-10-05,Jordan,Singapore,0.0,0.0,,,,,,,,,,,1631.4,1288.1
Amistosos 2018-19,2019-10-05,Malaysia,Sri Lanka,6.0,0.0,,,,,,,,,,,1329.6,960.2
Amistosos 2018-19,2019-10-07,St. Lucia,Dominica,1.0,4.0,,,,,,,,,,,1336.3,1249.3
Amistosos 2018-19,2019-10-09,Bahrain,Azerbaijan,2.0,3.0,,,,,,,,,,,1607.3,1429.5
Amistosos 2018-19,2019-10-09,Germany,Argentina,2.0,2.0,,,,,,,,,,,1993.5,2004.5
Clasif. AFC,2019-10-10,Iraq,Hong Kong,2.0,0.0,,,,,,,,,,,1679.4,1330.6
Clasif. AFC,2019-10-10,South Korea,Sri Lanka,8.0,0.0,,,,,,,,,,,1866.0,957.5
Clasif. AFC,2019-10-10,Japan,Mongolia,6.0,0.0,,,,,,,,,,,1854.0,1071.7
Clasif. AFC,2019-10-10,Australia,Nepal,5.0,0.0,,,,,,,,,,,1786.7,1149.9
Clasif. AFC,2019-10-10,Bangladesh,Qatar,0.0,2.0,,,,,,,,,,,1042.7,1808.4
Clasif. AFC,2019-10-10,Vietnam,Malaysia,1.0,0.0,,,,,,,,,,,1502.7,1332.3
Clasif. AFC,2019-10-10,Iran,Cambodia,14.0,0.0,,,,,,,,,,,1894.3,1062.8
Clasif. AFC,2019-10-10,Syria,Maldives,2.0,1.0,,,,,,,,,,,1577.6,1153.0
Clasif. AFC,2019-10-10,Kyrgyz Republic,Myanmar,7.0,0.0,,,,,,,,,,,1444.6,1222.8
Clasif. AFC,2019-10-10,Oman,Afghanistan,3.0,0.0,,,,,,,,,,,1620.5,1317.2
Clasif. AFC,2019-10-10,China,Guam,7.0,0.0,,,,,,,,,,,1649.5,1048.8
Clasif. AFC,2019-10-10,Jordan,Kuwait,0.0,0.0,,,,,,,,,,,1622.8,1499.3
Clasif. AFC,2019-10-10,United Arab Emirates,Indonesia,5.0,0.0,,,,,,,,,,,1627.6,1324.5
Clasif. AFC,2019-10-10,Uzbekistan,Yemen,5.0,0.0,,,,,,,,,,,1681.1,1344.9
Amistosos 2018-19,2019-10-10,Panama,Curaçao,0.0,0.0,,,,,,,,,,,1634.9,1559.5
Amistosos 2018-19,2019-10-10,Thailand,Congo,1.0,1.0,,,,,,,,,,,1512.6,1477.5
Clasif. AFC,2019-10-10,Lebanon,Turkmenistan,2.0,1.0,,,,,,,,,,,1514.2,1375.6
Amistosos 2018-19,2019-10-10,Venezuela,Bolivia,4.0,1.0,,,,,,,,,,,1850.1,1628.0
Amistosos 2018-19,2019-10-10,Algeria,DR Congo,1.0,1.0,,,,,,,,,,,1825.2,1614.8
Clasif. AFC,2019-10-10,Saudi Arabia,Singapore,3.0,0.0,,,,,,,,,,,1599.5,1296.6
Amistosos 2018-19,2019-10-10,Serbia,Paraguay,1.0,0.0,,,,,,,,,,,1826.2,1802.2
Amistosos 2018-19,2019-10-10,Cape Verde,Togo,2.0,1.0,,,,,,,,,,,1505.7,1456.4
Amistosos 2018-19,2019-10-10,Brazil,Senegal,1.0,1.0,,,,,,,,,,,2162.0,1854.6
Amistosos 2018-19,2019-10-10,Kosovo,Gibraltar,1.0,0.0,,,,,,,,,,,1644.4,1250.5
Amistosos 2018-19,2019-10-10,Burkina Faso,Gabon,0.0,1.0,,,,,,,,,,,1648.0,1499.7
Amistosos 2018-19,2019-10-11,Morocco,Libya,1.0,1.0,,,,,,,,,,,1782.6,1571.0
Amistosos 2018-19,2019-10-11,Uruguay,Peru,1.0,0.0,,,,,,,,,,,2010.0,1947.8
Amistosos 2018-19,2019-10-12,Guinea,Comoros,0.0,1.0,,,,,,,,,,,1545.2,1292.3
Amistosos 2018-19,2019-10-12,Colombia,Chile,0.0,0.0,,,,,,,,,,,2079.2,1870.6
Amistosos 2018-19,2019-10-12,Tunisia,Cameroon,0.0,0.0,,,,,,,,,,,1702.9,1681.1
Amistosos 2018-19,2019-10-13,Kenya,Mozambique,0.0,1.0,,,,,,,,,,,1514.5,1437.5
Amistosos 2018-19,2019-10-13,South Africa,Mali,2.0,1.0,,,,,,,,,,,1628.4,1653.7
Amistosos 2018-19,2019-10-13,Ivory Coast,DR Congo,3.0,1.0,,,,,,,,,,,1736.1,1621.9
Amistosos 2018-19,2019-10-13,Niger,Central African Republic,0.0,2.0,,,,,,,,,,,1424.9,1439.2
Amistosos 2018-19,2019-10-13,Slovakia,Paraguay,1.0,1.0,,,,,,,,,,,1784.0,1795.7
Amistosos 2018-19,2019-10-13,Ethiopia,Uganda,0.0,1.0,,,,,,,,,,,1384.5,1591.5
Amistosos 2018-19,2019-10-13,Brazil,Nigeria,1.0,1.0,,,,,,,,,,,2154.9,1768.4
Amistosos 2018-19,2019-10-13,Ecuador,Argentina,1.0,6.0,,,,,,,,,,,1804.5,2007.0
Amistosos 2018-19,2019-10-13,Benin,Zambia,2.0,2.0,,,,,,,,,,,1586.9,1565.3
Amistosos 2018-19,2019-10-13,Togo,Equatorial Guinea,1.0,1.0,,,,,,,,,,,1450.4,1434.2
Amistosos 2018-19,2019-10-14,Rwanda,Tanzania,0.0,0.0,,,,,,,,,,,1440.8,1433.4
Amistosos 2018-19,2019-10-14,Czech Republic,Northern Ireland,2.0,3.0,,,,,,,,,,,1810.2,1692.8
Amistosos 2018-19,2019-10-14,Venezuela,Trinidad and Tobago,2.0,0.0,,,,,,,,,,,1854.9,1492.6
Amistosos 2018-19,2019-10-14,Egypt,Botswana,1.0,0.0,,,,,,,,,,,1714.5,1398.1
Clasif. AFC,2019-10-15,Tajikistan,Japan,0.0,3.0,,,,,,,,,,,1424.9,1854.5
Clasif. AFC,2019-10-15,Palestine,Saudi Arabia,0.0,0.0,,,,,,,,,,,1552.5,1605.8
Clasif. AFC,2019-10-15,India,Bangladesh,1.0,1.0,,,,,,,,,,,1381.2,1041.4
Clasif. AFC,2019-10-15,Sri Lanka,Lebanon,0.0,3.0,,,,,,,,,,,957.3,1522.3
Clasif. AFC,2019-10-15,Syria,Guam,4.0,0.0,,,,,,,,,,,1580.8,1047.2
Clasif. AFC,2019-10-15,Indonesia,Vietnam,1.0,3.0,,,,,,,,,,,1317.3,1509.6
Clasif. AFC,2019-10-15,Bahrain,Iran,1.0,0.0,,,,,,,,,,,1590.7,1894.9
Clasif. AFC,2019-10-15,Qatar,Oman,2.0,1.0,,,,,,,,,,,1809.6,1626.7
Clasif. AFC,2019-10-15,North Korea,South Korea,0.0,0.0,,,,,,,,,,,1519.5,1866.3
Clasif. AFC,2019-10-15,Cambodia,Iraq,0.0,4.0,,,,,,,,,,,1062.2,1683.7
Clasif. AFC,2019-10-15,Jordan,Nepal,3.0,0.0,,,,,,,,,,,1611.5,1148.7
Clasif. AFC,2019-10-15,Thailand,United Arab Emirates,2.0,1.0,,,,,,,,,,,1508.9,1634.8
Clasif. AFC,2019-10-15,Singapore,Uzbekistan,1.0,3.0,,,,,,,,,,,1290.4,1687.1
Clasif. AFC,2019-10-15,Mongolia,Kyrgyz Republic,1.0,2.0,,,,,,,,,,,1071.2,1456.8
Clasif. AFC,2019-10-15,Chinese Taipei,Australia,1.0,7.0,,,,,,,,,,,1158.7,1787.9
Amistosos 2018-19,2019-10-15,Algeria,Colombia,3.0,0.0,,,,,,,,,,,1818.1,2073.8
Amistosos 2018-19,2019-10-15,Morocco,Gabon,2.0,3.0,,,,,,,,,,,1775.5,1513.7
Amistosos 2018-19,2019-10-15,Bermuda,Guatemala,0.0,0.0,,,,,,,,,,,1513.6,1598.7
Amistosos 2018-19,2019-10-15,Denmark,Luxembourg,4.0,0.0,,,,,,,,,,,1942.3,1380.8
Amistosos 2018-19,2019-10-15,Mauritania,Libya,0.0,0.0,,,,,,,,,,,1461.6,1578.2
Amistosos 2018-19,2019-10-15,Kuwait,Turkmenistan,1.0,1.0,,,,,,,,,,,1510.7,1367.5
Amistosos 2018-19,2019-10-15,Chile,Guinea,3.0,2.0,,,,,,,,,,,1876.0,1527.5
Amistosos 2018-19,2019-10-15,Bolivia,Haiti,3.0,1.0,,,,,,,,,,,1623.2,1683.6
Clasif. AFC,2019-10-15,Philippines,China,0.0,0.0,,,,,,,,,,,1317.4,1651.1
Amistosos 2018-19,2019-10-16,Peru,Uruguay,1.0,1.0,,,,,,,,,,,1942.2,2015.7
Amistosos 2018-19,2019-11-07,Egypt,Liberia,1.0,0.0,,,,,,,,,,,1716.2,1440.9
Amistosos 2018-19,2019-11-07,Myanmar,Nepal,3.0,0.0,,,,,,,,,,,1210.6,1146.1
Amistosos 2018-19,2019-11-08,Nicaragua,Cuba,0.0,0.0,,,,,,,,,,,1386.9,1404.8
Amistosos 2018-19,2019-11-09,Malaysia,Tajikistan,1.0,0.0,,,,,,,,,,,1325.3,1415.8
Amistosos 2018-19,2019-11-09,Uzbekistan,Kyrgyz Republic,3.0,1.0,,,,,,,,,,,1696.3,1463.3
Amistosos 2018-19,2019-11-09,Namibia,Zambia,0.0,2.0,,,,,,,,,,,1452.7,1568.7
Amistosos 2018-19,2019-11-10,Trinidad and Tobago,Anguilla,15.0,0.0,,,,,,,,,,,1490.7,922.6
Amistosos 2018-19,2019-11-11,Nicaragua,Cuba,0.0,1.0,,,,,,,,,,,1384.6,1407.1
Clasif. AFC,2019-11-14,Yemen,Palestine,1.0,0.0,,,,,,,,,,,1338.9,1549.8
Clasif. AFC,2019-11-14,Myanmar,Tajikistan,4.0,3.0,,,,,,,,,,,1210.6,1406.1
Clasif. AFC,2019-11-14,Maldives,Philippines,1.0,2.0,,,,,,,,,,,1149.8,1329.1
Clasif. AFC,2019-11-14,Jordan,Australia,0.0,1.0,,,,,,,,,,,1614.1,1791.7
Clasif. AFC,2019-11-14,Oman,Bangladesh,4.0,1.0,,,,,,,,,,,1620.2,1058.5
Clasif. AFC,2019-11-14,Syria,China,2.0,1.0,,,,,,,,,,,1584.1,1639.4
Clasif. AFC,2019-11-14,Vietnam,United Arab Emirates,1.0,0.0,,,,,,,,,,,1531.8,1613.3
Clasif. AFC,2019-11-14,Lebanon,South Korea,0.0,0.0,,,,,,,,,,,1526.8,1854.1
Clasif. AFC,2019-11-14,Malaysia,Thailand,2.0,1.0,,,,,,,,,,,1335.0,1530.4
Clasif. AFC,2019-11-14,Uzbekistan,Saudi Arabia,2.0,3.0,,,,,,,,,,,1700.1,1608.5
Clasif. AFC,2019-11-14,Iraq,Iran,2.0,1.0,,,,,,,,,,,1687.2,1864.3
Clasif. AFC,2019-11-14,Kyrgyz Republic,Japan,0.0,2.0,,,,,,,,,,,1459.4,1863.7
Clasif. AFC,2019-11-14,Turkmenistan,North Korea,3.0,1.0,,,,,,,,,,,1373.6,1531.8
Clasif. AFC,2019-11-14,Kuwait,Chinese Taipei,9.0,0.0,,,,,,,,,,,1504.6,1154.9
Clasif. AFC,2019-11-14,Afghanistan,India,1.0,1.0,,,,,,,,,,,1311.0,1364.1
Amistosos 2018-19,2019-11-14,Republic of Ireland,New Zealand,3.0,1.0,,,,,,,,,,,1766.6,1682.2
Amistosos 2018-19,2019-11-14,Ukraine,Estonia,1.0,0.0,,,,,,,,,,,1893.4,1500.0
Amistosos 2018-19,2019-11-14,Cambodia,Mongolia,1.0,1.0,,,,,,,,,,,1058.7,1064.7
Amistosos 2018-19,2019-11-14,Qatar,Singapore,2.0,0.0,,,,,,,,,,,1816.2,1281.2
Amistosos 2018-19,2019-11-14,Bulgaria,Paraguay,0.0,1.0,,,,,,,,,,,1600.1,1798.2
Clasif. AFC,2019-11-14,Hong Kong,Bahrain,0.0,0.0,,,,,,,,,,,1326.4,1621.3
Amistosos 2018-19,2019-11-15,Brazil,Argentina,0.0,1.0,,,,,,,,,,,2146.9,2016.5
Amistosos 2018-19,2019-11-15,Ecuador,Trinidad and Tobago,3.0,0.0,,,,,,,,,,,1795.0,1492.0
Amistosos 2018-19,2019-11-15,Hungary,Uruguay,1.0,2.0,,,,,,,,,,,1690.2,2016.5
Amistosos 2018-19,2019-11-15,Chile,Bolivia,0.0,0.0,,,,,,,,,,,1878.3,1636.5
Amistosos 2018-19,2019-11-16,Colombia,Peru,1.0,0.0,,,,,,,,,,,2048.9,1941.4
Amistosos 2018-19,2019-11-17,Lithuania,New Zealand,1.0,0.0,,,,,,,,,,,1334.8,1674.5
Amistosos 2018-19,2019-11-18,Argentina,Uruguay,2.0,2.0,,,,,,,,,,,2036.9,2020.7
Clasif. AFC,2019-11-19,Nepal,Kuwait,0.0,1.0,,,,,,,,,,,1146.1,1511.6
Clasif. AFC,2019-11-19,Kyrgyz Republic,Tajikistan,1.0,1.0,,,,,,,,,,,1450.6,1380.7
Clasif. AFC,2019-11-19,Iraq,Bahrain,0.0,0.0,,,,,,,,,,,1716.6,1611.1
Clasif. AFC,2019-11-19,Vietnam,Thailand,0.0,0.0,,,,,,,,,,,1550.8,1505.0
Clasif. AFC,2019-11-19,Syria,Philippines,1.0,0.0,,,,,,,,,,,1607.3,1344.6
Clasif. AFC,2019-11-19,Uzbekistan,Palestine,2.0,0.0,,,,,,,,,,,1670.1,1519.0
Clasif. AFC,2019-11-19,Afghanistan,Qatar,0.0,1.0,,,,,,,,,,,1314.0,1817.0
Clasif. AFC,2019-11-19,Turkmenistan,Sri Lanka,2.0,0.0,,,,,,,,,,,1408.6,952.8
Clasif. AFC,2019-11-19,Malaysia,Indonesia,2.0,0.0,,,,,,,,,,,1360.4,1295.1
Clasif. AFC,2019-11-19,Oman,India,1.0,0.0,,,,,,,,,,,1621.7,1361.1
Clasif. AFC,2019-11-19,Hong Kong,Cambodia,2.0,0.0,,,,,,,,,,,1336.5,1056.0
Clasif. AFC,2019-11-19,Myanmar,Mongolia,1.0,0.0,,,,,,,,,,,1236.0,1067.3
Clasif. AFC,2019-11-19,Jordan,Chinese Taipei,5.0,0.0,,,,,,,,,,,1598.5,1147.9
Amistosos 2018-19,2019-11-19,Japan,Venezuela,1.0,4.0,,,,,,,,,,,1872.5,1856.8
Amistosos 2018-19,2019-11-19,Brazil,South Korea,3.0,0.0,,,,,,,,,,,2126.5,1842.6
Amistosos 2018-19,2019-11-19,Saudi Arabia,Paraguay,0.0,0.0,,,,,,,,,,,1638.5,1805.4
Clasif. AFC,2019-11-19,Yemen,Singapore,1.0,2.0,,,,,,,,,,,1369.7,1280.4
Amistosos 2018-19,2019-11-19,Montenegro,Belarus,2.0,0.0,,,,,,,,,,,1551.2,1548.6
Amistosos 2018-19,2019-11-19,Panama,Bolivia,0.0,0.0,,,,,,,,,,,1612.8,1636.5
Clasif. AFC,2019-11-19,Lebanon,North Korea,0.0,0.0,,,,,,,,,,,1538.3,1496.8
Clasif. AFC,2019-11-19,Maldives,Guam,3.0,1.0,,,,,,,,,,,1134.3,1043.9
Amistosos 2018-19,2019-11-19,Croatia,Georgia,2.0,1.0,,,,,,,,,,,1965.4,1618.3
Amistosos 2018-19,2019-11-20,Ecuador,Colombia,0.0,1.0,,,,,,,,,,,1798.1,2055.9
Amistosos 2018-19,2019-11-20,Peru,Chile,0.0,0.0,,,,,,,,,,,1934.4,1878.3
Amistosos 2018-19,2019-11-21,Guatemala,Antigua and Barbuda,8.0,0.0,,,,,,,,,,,1604.1,1361.8
Amistosos 2020-21,2020-01-08,Barbados,Canada,1.0,4.0,,,,,,,,,,,1293.4,1731.8
Amistosos 2020-21,2020-01-09,Sweden,Moldova,1.0,0.0,9.0,8.0,2.0,1.0,3.0,2.0,14.0,7.0,49.5,50.5,1908.7,1278.0
Amistosos 2020-21,2020-01-11,Barbados,Canada,1.0,4.0,4.0,16.0,1.0,8.0,3.0,8.0,19.0,11.0,29.7,70.3,1290.8,1734.4
Amistosos 2020-21,2020-01-16,Iceland,Canada,1.0,0.0,12.0,11.0,3.0,2.0,6.0,3.0,14.0,13.0,32.1,67.9,1718.0,1736.9
Amistosos 2020-21,2020-01-20,Iceland,El Salvador,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1728.5,1638.3
Amistosos 2020-21,2020-02-01,United States,Costa Rica,1.0,0.0,17.0,14.0,5.0,2.0,11.0,3.0,24.0,13.0,60.7,39.3,1824.3,1764.0
Amistosos 2020-21,2020-02-16,DR Congo,Cameroon,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1601.3,1683.0
Amistosos 2020-21,2020-02-20,Congo,Cameroon,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1499.2,1683.0
Amistosos 2020-21,2020-02-23,Uzbekistan,Belarus,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1681.5,1537.9
Amistosos 2020-21,2020-02-24,Cameroon,Rwanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1683.0,1405.6
Amistosos 2020-21,2020-02-26,Bulgaria,Belarus,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,1618.9,1537.9
Amistosos 2020-21,2020-02-28,Rwanda,Congo,0.0,0.0,,,,,,,,,,,1405.6,1499.2
Amistosos 2020-21,2020-03-12,Jamaica,Bermuda,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1718.5,1511.5
Amistosos 2020-21,2020-03-12,Zambia,Malawi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1544.6,1460.7
Amistosos 2020-21,2020-03-15,Burkina Faso,Togo,0.0,0.0,,,,,,,,,,,1630.2,1430.9
Amistosos 2020-21,2020-03-26,Netherlands,United States,0.0,0.0,,,,,,,,,,,2072.8,1830.0
Amistosos 2020-21,2020-03-26,Montenegro,Latvia,0.0,0.0,,,,,,,,,,,1561.8,1298.5
Amistosos 2020-21,2020-03-26,Malta,Gibraltar,0.0,0.0,,,,,,,,,,,1206.6,1239.1
Amistosos 2020-21,2020-03-26,Moldova,Andorra,0.0,0.0,,,,,,,,,,,1277.5,1155.2
Amistosos 2020-21,2020-03-26,Estonia,New Caledonia,0.0,0.0,,,,,,,,,,,1497.3,1611.9
Amistosos 2020-21,2020-03-26,Croatia,Switzerland,0.0,0.0,,,,,,,,,,,1966.9,1960.0
Amistosos 2020-21,2020-03-26,Azerbaijan,Liechtenstein,0.0,0.0,,,,,,,,,,,1425.8,1201.2
Amistosos 2020-21,2020-03-26,Uzbekistan,Armenia,0.0,0.0,,,,,,,,,,,1681.5,1512.6
Amistosos 2020-21,2020-03-26,Spain,Germany,0.0,0.0,,,,,,,,,,,2074.8,2009.1
Amistosos 2020-21,2020-03-26,Cyprus,Luxembourg,0.0,0.0,,,,,,,,,,,1448.3,1376.1
Amistosos 2020-21,2020-03-27,San Marino,Albania,0.0,0.0,,,,,,,,,,,901.7,1568.4
Amistosos 2020-21,2020-03-27,Poland,Finland,0.0,0.0,,,,,,,,,,,1838.4,1700.7
Amistosos 2020-21,2020-03-27,Greece,Costa Rica,0.0,0.0,,,,,,,,,,,1656.9,1758.3
Amistosos 2020-21,2020-03-27,Kazakhstan,Lithuania,0.0,0.0,,,,,,,,,,,1402.2,1350.7
Amistosos 2020-21,2020-03-27,France,Ukraine,0.0,0.0,,,,,,,,,,,2089.3,1897.0
Amistosos 2020-21,2020-03-27,Mexico,Czech Republic,0.0,0.0,,,,,,,,,,,2000.2,1776.8
Amistosos 2020-21,2020-03-27,Wales,Austria,0.0,0.0,,,,,,,,,,,1824.8,1783.8
Amistosos 2020-21,2020-03-27,England,Italy,0.0,0.0,,,,,,,,,,,2013.9,2019.1
Amistosos 2020-21,2020-03-27,Denmark,Faroe Islands,0.0,0.0,,,,,,,,,,,1940.0,1264.5
Amistosos 2020-21,2020-03-27,Belgium,Portugal,0.0,0.0,,,,,,,,,,,2134.7,2039.7
Amistosos 2020-21,2020-03-27,Slovenia,Turkey,0.0,0.0,,,,,,,,,,,1618.7,1820.7
Amistosos 2020-21,2020-03-28,El Salvador,Panama,0.0,0.0,,,,,,,,,,,1630.8,1612.8
Amistosos 2020-21,2020-03-28,Canada,Trinidad and Tobago,0.0,0.0,,,,,,,,,,,1726.4,1477.9
Amistosos 2020-21,2020-03-28,Sweden,Russia,0.0,0.0,,,,,,,,,,,1912.7,1849.4
Amistosos 2020-21,2020-03-29,Liechtenstein,Gibraltar,0.0,0.0,,,,,,,,,,,1201.2,1239.1
Amistosos 2020-21,2020-03-29,Netherlands,Spain,0.0,0.0,,,,,,,,,,,2072.8,2074.8
Amistosos 2020-21,2020-03-29,Honduras,Czech Republic,0.0,0.0,,,,,,,,,,,1751.2,1776.8
Amistosos 2020-21,2020-03-29,Mexico,Greece,0.0,0.0,,,,,,,,,,,2000.2,1656.9
Amistosos 2020-21,2020-03-30,Portugal,Croatia,0.0,0.0,,,,,,,,,,,2039.7,1966.9
Amistosos 2020-21,2020-03-30,Switzerland,Belgium,0.0,0.0,,,,,,,,,,,1960.0,2134.7
Amistosos 2020-21,2020-03-30,Malta,Azerbaijan,0.0,0.0,,,,,,,,,,,1206.6,1425.8
Amistosos 2020-21,2020-03-30,Montenegro,Luxembourg,0.0,0.0,,,,,,,,,,,1561.8,1376.1
Amistosos 2020-21,2020-03-30,Wales,United States,0.0,0.0,,,,,,,,,,,1824.8,1830.0
Amistosos 2020-21,2020-03-30,Andorra,Faroe Islands,0.0,0.0,,,,,,,,,,,1155.2,1264.5
Amistosos 2020-21,2020-03-30,Thailand,Panama,0.0,0.0,,,,,,,,,,,1512.9,1612.8
Amistosos 2020-21,2020-03-30,Slovenia,Albania,0.0,0.0,,,,,,,,,,,1618.7,1568.4
Amistosos 2020-21,2020-03-30,Kazakhstan,Armenia,0.0,0.0,,,,,,,,,,,1402.2,1512.6
Amistosos 2020-21,2020-03-31,Cyprus,Sweden,0.0,0.0,,,,,,,,,,,1448.3,1912.7
Amistosos 2020-21,2020-03-31,England,Denmark,0.0,0.0,,,,,,,,,,,2013.9,1940.0
Amistosos 2020-21,2020-03-31,Poland,Ukraine,0.0,0.0,,,,,,,,,,,1838.4,1897.0
Amistosos 2020-21,2020-03-31,Canada,Trinidad and Tobago,0.0,0.0,,,,,,,,,,,1726.4,1477.9
Amistosos 2020-21,2020-03-31,Germany,Italy,0.0,0.0,,,,,,,,,,,2009.1,2019.1
Amistosos 2020-21,2020-03-31,France,Finland,0.0,0.0,,,,,,,,,,,2089.3,1700.7
Amistosos 2020-21,2020-03-31,Moldova,Russia,0.0,0.0,,,,,,,,,,,1277.5,1849.4
Amistosos 2020-21,2020-03-31,Estonia,Lithuania,0.0,0.0,,,,,,,,,,,1497.3,1350.7
Amistosos 2020-21,2020-03-31,Latvia,San Marino,0.0,0.0,,,,,,,,,,,1298.5,901.7
Amistosos 2020-21,2020-04-01,Costa Rica,Panama,0.0,0.0,,,,,,,,,,,1758.3,1612.8
Amistosos 2020-21,2020-05-25,Turkey,Azerbaijan,0.0,0.0,,,,,,,,,,,1820.7,1425.8
Amistosos 2020-21,2020-05-26,Ukraine,Cyprus,0.0,0.0,,,,,,,,,,,1897.0,1448.3
Amistosos 2020-21,2020-05-28,Netherlands,Greece,0.0,0.0,,,,,,,,,,,2072.8,1656.9
Amistosos 2020-21,2020-05-29,Italy,San Marino,0.0,0.0,,,,,,,,,,,2019.1,901.7
Amistosos 2020-21,2020-05-30,Mexico,Colombia,0.0,0.0,,,,,,,,,,,2000.2,2059.6
Amistosos 2020-21,2020-05-31,Switzerland,Germany,0.0,0.0,,,,,,,,,,,1960.0,2009.1
Amistosos 2020-21,2020-05-31,Slovenia,Portugal,0.0,0.0,,,,,,,,,,,1618.7,2039.7
Amistosos 2020-21,2020-06-01,Denmark,Norway,0.0,0.0,,,,,,,,,,,1940.0,1769.7
Amistosos 2020-21,2020-06-01,Croatia,Turkey,0.0,0.0,,,,,,,,,,,1966.9,1820.7
Amistosos 2020-21,2020-06-01,Mongolia,Estonia,0.0,0.0,,,,,,,,,,,1060.3,1497.3
Amistosos 2020-21,2020-06-02,Poland,Russia,0.0,0.0,,,,,,,,,,,1838.4,1849.4
Amistosos 2020-21,2020-06-02,Ukraine,Northern Ireland,0.0,0.0,,,,,,,,,,,1897.0,1713.5
Amistosos 2020-21,2020-06-02,Austria,England,0.0,0.0,,,,,,,,,,,1783.8,2013.9
