competicion,fecha,local,visita,goles_local,goles_visita,tiros_local,tiros_visita,tiros_arco_local,tiros_arco_visita,corners_local,corners_visita,faltas_local,faltas_visita,posesion_local,posesion_visita,elo_local,elo_visita
Amistosos 2022-23,2022-03-29,Austria,Scotland,2.0,2.0,27.0,11.0,12.0,4.0,11.0,2.0,15.0,8.0,60.9,39.1,1769.8,1776.3
Amistosos 2022-23,2022-03-29,Bosnia and Herzegovina,Luxembourg,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1634.8,1442.8
Amistosos 2022-23,2022-03-29,Finland,Slovakia,0.0,2.0,7.0,9.0,2.0,4.0,5.0,5.0,10.0,17.0,52.3,47.7,1769.9,1693.8
Clasif. OFC,2022-03-30,Solomon Islands,New Zealand,0.0,5.0,,,,,,,,,,,1565.3,1740.1
Clasif. CONCACAF,2022-03-31,Costa Rica,United States,2.0,0.0,12.0,15.0,5.0,6.0,3.0,12.0,17.0,9.0,34.6,65.4,1827.8,1969.1
Clasif. CONCACAF,2022-03-31,Panama,Canada,1.0,0.0,10.0,6.0,2.0,1.0,7.0,3.0,22.0,10.0,49.2,50.8,1717.8,1949.7
Clasif. CONCACAF,2022-03-31,Mexico,El Salvador,2.0,0.0,18.0,7.0,6.0,0.0,8.0,2.0,12.0,22.0,55.6,44.4,1949.8,1641.0
Clasif. CONCACAF,2022-03-31,Jamaica,Honduras,2.0,1.0,9.0,11.0,5.0,3.0,3.0,6.0,18.0,13.0,44.6,55.4,1649.5,1562.8
Amistosos 2022-23,2022-04-10,Algeria,Togo,0.0,0.0,,,,,,,,,,,1782.9,1473.5
Amistosos 2022-23,2022-04-24,El Salvador,Guatemala,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1635.8,1618.4
Amistosos 2022-23,2022-04-28,Mexico,Guatemala,0.0,0.0,19.0,4.0,2.0,1.0,8.0,1.0,9.0,10.0,68.4,31.6,1955.0,1638.1
Amistosos 2022-23,2022-05-01,El Salvador,Panama,3.0,2.0,,,,,,,,,,,1616.1,1745.0
Amistosos 2022-23,2022-05-12,Bahamas,Turks and Caicos Islands,4.0,2.0,,,,,,,,,,,1166.1,1127.8
Amistosos 2022-23,2022-05-12,Dominica,St. Vincent and the Grenadines,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.6,1308.4
Amistosos 2022-23,2022-05-14,Bahamas,Turks and Caicos Islands,1.0,2.0,,,,,,,,,,,1175.4,1118.5
Amistosos 2022-23,2022-05-15,Dominica,St. Vincent and the Grenadines,3.0,1.0,,,,,,,,,,,1221.5,1298.5
Amistosos 2022-23,2022-05-22,French Guiana,Suriname,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1493.2,1503.4
Amistosos 2022-23,2022-05-24,Thailand,Bahrain,0.0,0.0,,,,,,,,,,,1529.8,1636.8
Amistosos 2022-23,2022-05-25,India,Zambia,0.0,0.0,,,,,,,,,,,1365.0,1535.2
Amistosos 2022-23,2022-05-27,Myanmar,Bahrain,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154.7,1621.5
Amistosos 2022-23,2022-05-27,Malaysia,Brunei Darussalam,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1337.1,881.8
Amistosos 2022-23,2022-05-27,Thailand,Turkmenistan,1.0,0.0,20.0,5.0,4.0,2.0,7.0,3.0,17.0,15.0,59.0,41.0,1545.1,1433.2
Amistosos 2022-23,2022-05-28,Ethiopia,Lesotho,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1451.0,1333.4
Amistosos 2022-23,2022-05-28,India,Jordan,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365.0,1652.3
Amistosos 2022-23,2022-05-29,Mexico,Nigeria,2.0,1.0,12.0,5.0,4.0,1.0,4.0,1.0,4.0,7.0,58.9,41.1,1947.8,1741.9
Amistosos 2022-23,2022-05-29,United Arab Emirates,Gambia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.5,1547.9
Amistosos 2022-23,2022-05-31,Thailand,Bahrain,1.0,2.0,11.0,9.0,6.0,5.0,5.0,2.0,6.0,13.0,57.5,42.5,1549.7,1623.4
Amistosos 2022-23,2022-06-01,Kuwait,Singapore,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1433.5,1276.6
Nations League 2022,2022-06-01,Poland,Wales,2.0,1.0,15.0,14.0,3.0,2.0,3.0,4.0,15.0,10.0,55.3,44.7,1847.3,1892.7
Amistosos 2022-23,2022-06-01,Vietnam,Afghanistan,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.5,1315.2
Amistosos 2022-23,2022-06-01,Malaysia,Hong Kong,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1338.6,1319.0
Amistosos 2022-23,2022-06-01,Malta,Venezuela,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,1306.3,1736.9
Amistosos 2022-23,2022-06-01,Syria,Tajikistan,1.0,0.0,,,,,,,,,,,1585.2,1438.2
Amistosos 2022-23,2022-06-01,Australia,Jordan,2.0,1.0,15.0,9.0,5.0,1.0,4.0,6.0,10.0,13.0,59.4,40.6,1783.6,1657.1
Amistosos 2022-23,2022-06-01,United States,Morocco,3.0,0.0,11.0,22.0,10.0,8.0,4.0,2.0,17.0,13.0,52.8,47.2,1935.5,1832.5
Amistosos 2022-23,2022-06-01,Indonesia,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1363.9,1060.4
Nations League 2022,2022-06-02,Cyprus,Kosovo,0.0,2.0,8.0,16.0,0.0,7.0,5.0,5.0,8.0,13.0,46.2,53.8,1384.6,1562.1
Amistosos 2022-23,2022-06-02,Japan,Paraguay,4.0,1.0,28.0,10.0,10.0,4.0,6.0,3.0,13.0,16.0,60.3,39.7,1900.9,1791.0
Amistosos 2022-23,2022-06-02,Cambodia,Timor-Leste,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075.8,843.4
Amistosos 2022-23,2022-06-02,South Korea,Brazil,1.0,5.0,7.0,25.0,6.0,9.0,0.0,9.0,11.0,9.0,40.7,59.3,1894.8,2213.9
Nations League 2022,2022-06-02,Northern Ireland,Greece,0.0,1.0,8.0,4.0,2.0,2.0,2.0,1.0,14.0,15.0,46.2,53.8,1639.3,1724.6
Nations League 2022,2022-06-02,Bulgaria,North Macedonia,1.0,1.0,4.0,15.0,1.0,5.0,1.0,5.0,14.0,12.0,43.9,56.1,1563.3,1716.7
Nations League 2022,2022-06-02,Estonia,San Marino,2.0,0.0,11.0,7.0,4.0,4.0,4.0,1.0,11.0,10.0,74.4,25.6,1427.8,869.1
Nations League 2022,2022-06-02,Czech Republic,Switzerland,2.0,1.0,8.0,15.0,3.0,7.0,3.0,8.0,9.0,12.0,37.8,62.2,1871.4,1991.9
Nations League 2022,2022-06-02,Albania,Russia,0.0,0.0,,,,,,,,,,,1624.3,1805.6
Nations League 2022,2022-06-02,Israel,Iceland,2.0,2.0,17.0,9.0,5.0,5.0,3.0,5.0,15.0,11.0,64.6,35.4,1676.6,1592.9
Nations League 2022,2022-06-02,Serbia,Norway,0.0,1.0,13.0,4.0,5.0,2.0,12.0,0.0,10.0,8.0,66.8,33.2,1900.3,1778.7
Nations League 2022,2022-06-02,Slovenia,Sweden,0.0,2.0,12.0,10.0,3.0,4.0,2.0,5.0,11.0,12.0,53.5,46.5,1673.4,1855.8
Nations League 2022,2022-06-02,Spain,Portugal,1.0,1.0,11.0,7.0,2.0,2.0,5.0,5.0,15.0,14.0,60.5,39.5,2091.3,2043.0
Nations League 2022,2022-06-02,Georgia,Gibraltar,4.0,0.0,28.0,1.0,13.0,0.0,8.0,0.0,12.0,7.0,69.4,30.6,1620.2,1161.0
Amistosos 2022-23,2022-06-03,Nepal,Oman,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164.7,1670.8
Amistosos 2022-23,2022-06-03,Mexico,Uruguay,0.0,3.0,10.0,10.0,2.0,4.0,1.0,4.0,18.0,12.0,50.1,49.9,1952.5,1984.8
Amistosos 2022-23,2022-06-03,Ecuador,Nigeria,1.0,0.0,12.0,14.0,5.0,4.0,2.0,11.0,18.0,8.0,50.3,49.7,1905.9,1737.2
Nations League 2022,2022-06-03,Kazakhstan,Azerbaijan,2.0,0.0,5.0,15.0,2.0,7.0,2.0,4.0,12.0,10.0,40.2,59.8,1362.9,1351.0
Nations League 2022,2022-06-03,Latvia,Andorra,3.0,0.0,8.0,10.0,3.0,1.0,5.0,1.0,16.0,8.0,60.8,39.2,1393.6,1125.5
Nations League 2022,2022-06-03,France,Denmark,1.0,2.0,19.0,8.0,6.0,5.0,2.0,2.0,8.0,8.0,59.7,40.3,2174.7,1989.8
Nations League 2022,2022-06-03,Croatia,Austria,0.0,3.0,13.0,14.0,3.0,8.0,7.0,4.0,10.0,7.0,60.9,39.1,1893.8,1767.1
Nations League 2022,2022-06-03,Belgium,Netherlands,1.0,4.0,13.0,15.0,6.0,7.0,10.0,4.0,6.0,14.0,50.0,50.0,2124.5,1989.1
Nations League 2022,2022-06-03,Belarus,Slovakia,0.0,1.0,7.0,13.0,1.0,3.0,3.0,9.0,9.0,13.0,32.0,68.0,1520.1,1712.0
Nations League 2022,2022-06-03,Liechtenstein,Moldova,0.0,2.0,3.0,11.0,1.0,4.0,1.0,4.0,12.0,13.0,35.2,64.8,1145.7,1248.8
Nations League 2022,2022-06-04,Montenegro,Romania,2.0,0.0,15.0,7.0,5.0,1.0,4.0,3.0,12.0,17.0,44.3,55.7,1567.1,1723.4
Nations League 2022,2022-06-04,Turkey,Faroe Islands,4.0,0.0,17.0,4.0,9.0,0.0,4.0,0.0,9.0,15.0,76.9,23.1,1760.6,1299.4
Nations League 2022,2022-06-04,Lithuania,Luxembourg,0.0,2.0,11.0,17.0,2.0,5.0,6.0,10.0,20.0,5.0,45.1,54.9,1365.8,1439.6
Nations League 2022,2022-06-04,Italy,Germany,1.0,1.0,11.0,12.0,2.0,4.0,3.0,3.0,12.0,17.0,32.7,67.3,2036.1,2017.7
Nations League 2022,2022-06-04,Finland,Bosnia and Herzegovina,1.0,1.0,12.0,14.0,2.0,5.0,5.0,7.0,11.0,13.0,44.1,55.9,1751.7,1637.9
Nations League 2022,2022-06-04,Armenia,Republic of Ireland,1.0,0.0,10.0,13.0,3.0,2.0,2.0,6.0,6.0,11.0,32.1,67.9,1564.9,1735.7
Nations League 2022,2022-06-04,Hungary,England,1.0,0.0,11.0,12.0,6.0,4.0,3.0,6.0,7.0,6.0,42.4,57.6,1786.3,2092.7
Nations League 2022,2022-06-05,Kosovo,Greece,0.0,1.0,9.0,10.0,2.0,3.0,4.0,5.0,14.0,7.0,40.9,59.1,1591.4,1750.7
Nations League 2022,2022-06-05,Bulgaria,Georgia,2.0,5.0,16.0,18.0,4.0,7.0,5.0,6.0,8.0,7.0,59.9,40.1,1567.1,1623.8
Amistosos 2022-23,2022-06-05,Mexico,Ecuador,0.0,0.0,9.0,9.0,2.0,1.0,3.0,4.0,13.0,18.0,51.1,48.9,1936.6,1911.4
Amistosos 2022-23,2022-06-05,United States,Uruguay,0.0,0.0,9.0,12.0,3.0,4.0,4.0,4.0,12.0,15.0,53.8,46.2,1943.8,2000.7
Nations League 2022,2022-06-05,Sweden,Norway,1.0,2.0,13.0,12.0,3.0,8.0,10.0,4.0,8.0,12.0,65.6,34.4,1884.6,1817.8
Amistosos 2022-23,2022-06-05,Argentina,Estonia,5.0,0.0,24.0,4.0,10.0,2.0,10.0,0.0,7.0,8.0,78.9,21.1,2190.3,1429.4
Nations League 2022,2022-06-05,Portugal,Switzerland,4.0,0.0,18.0,5.0,10.0,1.0,6.0,5.0,10.0,16.0,54.9,45.1,2053.0,1965.4
Nations League 2022,2022-06-05,Gibraltar,North Macedonia,0.0,2.0,5.0,14.0,0.0,4.0,2.0,5.0,12.0,10.0,28.3,71.7,1157.4,1712.9
Nations League 2022,2022-06-05,Serbia,Slovenia,4.0,1.0,17.0,7.0,7.0,2.0,4.0,0.0,6.0,10.0,60.7,39.3,1861.2,1644.6
Amistosos 2022-23,2022-06-05,Canada,Panama,0.0,0.0,,,,,,,,,,,1922.4,1784.3
Nations League 2022,2022-06-05,Cyprus,Northern Ireland,0.0,0.0,10.0,13.0,2.0,2.0,2.0,4.0,4.0,11.0,41.6,58.4,1355.3,1613.3
Nations League 2022,2022-06-05,San Marino,Malta,0.0,2.0,3.0,15.0,0.0,5.0,2.0,4.0,9.0,17.0,31.8,68.2,867.5,1303.7
Amistosos 2022-23,2022-06-05,Saudi Arabia,Colombia,0.0,1.0,5.0,12.0,3.0,7.0,0.0,3.0,14.0,30.0,51.6,48.4,1759.0,1961.6
Amistosos 2022-23,2022-06-05,Peru,New Zealand,1.0,0.0,8.0,2.0,1.0,2.0,3.0,1.0,11.0,20.0,62.5,37.5,1923.4,1761.5
Amistosos 2022-23,2022-06-05,Canada,Iran,0.0,0.0,,,,,,,,,,,1922.4,1920.5
Nations League 2022,2022-06-05,Czech Republic,Spain,2.0,2.0,3.0,13.0,2.0,5.0,3.0,8.0,15.0,9.0,20.4,79.6,1897.9,2081.3
Nations League 2022,2022-06-06,Austria,Denmark,1.0,2.0,17.0,8.0,1.0,6.0,6.0,5.0,13.0,10.0,55.0,45.0,1836.0,2031.7
Nations League 2022,2022-06-06,Croatia,France,1.0,1.0,8.0,7.0,5.0,5.0,4.0,6.0,9.0,8.0,48.6,51.4,1825.0,2132.8
Amistosos 2022-23,2022-06-06,Japan,Brazil,0.0,1.0,7.0,21.0,0.0,5.0,7.0,4.0,19.0,11.0,47.8,52.2,1908.9,2222.1
Amistosos 2022-23,2022-06-06,South Korea,Chile,2.0,0.0,11.0,7.0,3.0,1.0,3.0,3.0,16.0,16.0,51.8,48.2,1886.5,1833.8
Nations League 2022,2022-06-06,Slovakia,Kazakhstan,0.0,1.0,16.0,8.0,1.0,3.0,5.0,4.0,10.0,14.0,75.4,24.6,1724.5,1388.7
Nations League 2022,2022-06-06,Andorra,Moldova,0.0,0.0,6.0,11.0,2.0,4.0,2.0,6.0,15.0,17.0,34.0,66.0,1116.2,1286.0
Nations League 2022,2022-06-06,Iceland,Albania,1.0,1.0,9.0,12.0,5.0,2.0,4.0,7.0,15.0,16.0,43.1,56.9,1605.0,1624.3
Nations League 2022,2022-06-06,Belarus,Azerbaijan,0.0,0.0,10.0,16.0,4.0,6.0,1.0,5.0,9.0,15.0,41.9,58.1,1507.6,1325.1
Nations League 2022,2022-06-06,Latvia,Liechtenstein,1.0,0.0,24.0,5.0,6.0,1.0,9.0,2.0,8.0,5.0,62.0,38.0,1403.0,1108.5
Nations League 2022,2022-06-06,Israel,Russia,0.0,0.0,,,,,,,,,,,1664.5,1805.6
Nations League 2022,2022-06-07,Italy,Hungary,2.0,1.0,17.0,12.0,6.0,4.0,8.0,6.0,12.0,8.0,56.1,43.9,2027.9,1824.6
Nations League 2022,2022-06-07,Finland,Montenegro,2.0,0.0,6.0,6.0,3.0,1.0,7.0,2.0,13.0,13.0,58.9,41.1,1738.0,1610.6
Nations League 2022,2022-06-07,Bosnia and Herzegovina,Romania,1.0,0.0,8.0,12.0,2.0,3.0,9.0,3.0,8.0,16.0,57.4,42.6,1651.6,1679.8
Nations League 2022,2022-06-07,Faroe Islands,Luxembourg,0.0,1.0,7.0,11.0,3.0,3.0,2.0,3.0,9.0,8.0,42.1,57.9,1295.8,1479.9
Nations League 2022,2022-06-07,Germany,England,1.0,1.0,10.0,15.0,6.0,6.0,5.0,8.0,4.0,7.0,62.7,37.3,2025.9,2054.4
Nations League 2022,2022-06-07,Lithuania,Turkey,0.0,6.0,8.0,24.0,0.0,14.0,1.0,6.0,17.0,14.0,33.6,66.4,1325.5,1764.2
Nations League 2022,2022-06-08,Belgium,Poland,6.0,1.0,18.0,6.0,11.0,2.0,7.0,1.0,12.0,11.0,65.6,34.4,2055.0,1868.4
Nations League 2022,2022-06-08,Scotland,Armenia,2.0,0.0,27.0,4.0,6.0,3.0,9.0,0.0,13.0,11.0,71.1,28.9,1746.6,1594.9
Nations League 2022,2022-06-08,Wales,Netherlands,1.0,2.0,8.0,8.0,3.0,2.0,4.0,5.0,10.0,12.0,43.9,56.1,1886.6,2058.7
Nations League 2022,2022-06-08,Republic of Ireland,Ukraine,0.0,1.0,13.0,14.0,4.0,4.0,6.0,4.0,11.0,12.0,44.8,55.2,1705.7,1869.0
Amistosos 2022-23,2022-06-09,Saudi Arabia,Venezuela,0.0,1.0,7.0,13.0,2.0,7.0,6.0,9.0,16.0,20.0,58.6,41.4,1754.3,1739.5
Amistosos 2022-23,2022-06-09,Senegal,Niger,3.0,1.0,,,,,,,,,,,1848.9,1379.8
Nations League 2022,2022-06-09,Switzerland,Spain,0.0,1.0,7.0,7.0,1.0,3.0,4.0,1.0,21.0,10.0,34.4,65.6,1941.6,2075.4
Nations League 2022,2022-06-09,Gibraltar,Bulgaria,1.0,1.0,9.0,11.0,4.0,5.0,6.0,8.0,12.0,14.0,30.9,69.1,1152.3,1518.0
Amistosos 2022-23,2022-06-09,Algeria,DR Congo,3.0,0.0,,,,,,,,,,,1801.6,1554.3
Amistosos 2022-23,2022-06-09,New Zealand,Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755.9,1672.4
Nations League 2022,2022-06-09,Sweden,Serbia,0.0,1.0,11.0,9.0,1.0,4.0,3.0,5.0,10.0,13.0,44.1,55.9,1848.4,1873.4
Nations League 2022,2022-06-09,Greece,Cyprus,3.0,0.0,12.0,4.0,4.0,2.0,3.0,2.0,9.0,5.0,65.1,34.9,1771.4,1365.9
Nations League 2022,2022-06-09,Norway,Slovenia,0.0,0.0,18.0,8.0,5.0,3.0,9.0,1.0,5.0,6.0,59.4,40.6,1853.9,1632.4
Nations League 2022,2022-06-09,North Macedonia,Georgia,0.0,3.0,14.0,11.0,4.0,6.0,3.0,3.0,10.0,7.0,62.3,37.7,1718.0,1673.0
Nations League 2022,2022-06-09,Malta,Estonia,1.0,2.0,9.0,8.0,2.0,6.0,4.0,7.0,6.0,13.0,64.9,35.1,1313.1,1428.9
Nations League 2022,2022-06-09,Kosovo,Northern Ireland,3.0,2.0,10.0,10.0,6.0,3.0,2.0,6.0,13.0,9.0,58.9,41.1,1570.6,1602.6
Amistosos 2022-23,2022-06-09,San Marino,Iceland,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,858.0,1599.3
Nations League 2022,2022-06-09,Portugal,Czech Republic,2.0,0.0,11.0,9.0,5.0,1.0,8.0,4.0,19.0,10.0,63.3,36.7,2076.8,1903.8
Nations League 2022,2022-06-10,Russia,Iceland,0.0,0.0,,,,,,,,,,,1805.6,1599.8
Nations League 2022,2022-06-10,Denmark,Croatia,0.0,1.0,14.0,9.0,1.0,2.0,8.0,3.0,12.0,10.0,48.8,51.2,2050.0,1838.4
Nations League 2022,2022-06-10,Belarus,Kazakhstan,1.0,1.0,24.0,10.0,8.0,3.0,11.0,4.0,11.0,11.0,63.8,36.2,1495.6,1434.9
Nations League 2022,2022-06-10,Andorra,Liechtenstein,2.0,1.0,17.0,4.0,5.0,2.0,8.0,1.0,10.0,10.0,51.9,48.1,1121.1,1103.9
Nations League 2022,2022-06-10,Moldova,Latvia,2.0,4.0,15.0,16.0,6.0,5.0,6.0,11.0,15.0,13.0,57.4,42.6,1281.0,1407.7
Amistosos 2022-23,2022-06-10,Chile,Tunisia,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.0,1724.2
Nations League 2022,2022-06-10,Azerbaijan,Slovakia,0.0,1.0,3.0,16.0,1.0,6.0,4.0,6.0,10.0,12.0,39.7,60.3,1337.2,1678.2
Amistosos 2022-23,2022-06-10,South Korea,Paraguay,2.0,2.0,11.0,7.0,2.0,2.0,5.0,1.0,5.0,12.0,61.1,38.9,1895.3,1783.0
Nations League 2022,2022-06-10,Albania,Israel,1.0,2.0,10.0,11.0,3.0,6.0,6.0,5.0,10.0,13.0,50.8,49.2,1630.0,1664.5
Amistosos 2022-23,2022-06-10,Japan,Ghana,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1904.4,1647.9
Nations League 2022,2022-06-10,Austria,France,1.0,1.0,5.0,15.0,4.0,7.0,3.0,10.0,10.0,6.0,32.7,67.3,1817.7,2119.4
Amistosos 2022-23,2022-06-11,Uruguay,Jamaica,0.0,0.0,,,,,,,,,,,2001.9,1670.2
Amistosos 2022-23,2022-06-11,Brazil,Argentina,0.0,0.0,,,,,,,,,,,2226.7,2190.8
Nations League 2022,2022-06-11,Ukraine,Armenia,3.0,0.0,14.0,6.0,8.0,1.0,2.0,1.0,12.0,10.0,73.1,26.9,1889.5,1580.6
Nations League 2022,2022-06-11,Faroe Islands,Lithuania,2.0,1.0,14.0,13.0,5.0,3.0,4.0,3.0,13.0,15.0,43.9,56.1,1276.7,1312.2
Nations League 2022,2022-06-11,Republic of Ireland,Scotland,3.0,0.0,6.0,9.0,5.0,2.0,6.0,9.0,10.0,10.0,43.2,56.8,1685.2,1760.9
Nations League 2022,2022-06-11,England,Italy,0.0,0.0,12.0,8.0,4.0,3.0,2.0,2.0,17.0,12.0,59.4,40.6,2059.5,2035.3
Amistosos 2022-23,2022-06-11,Uruguay,Panama,5.0,0.0,20.0,7.0,6.0,1.0,6.0,4.0,16.0,16.0,65.6,34.4,2001.9,1795.8
Nations League 2022,2022-06-11,Luxembourg,Turkey,0.0,2.0,7.0,10.0,0.0,6.0,4.0,7.0,9.0,11.0,47.9,52.1,1499.0,1777.4
Nations League 2022,2022-06-11,Montenegro,Bosnia and Herzegovina,1.0,1.0,12.0,12.0,2.0,5.0,2.0,6.0,4.0,10.0,38.7,61.3,1594.6,1671.5
Nations League 2022,2022-06-11,Netherlands,Poland,2.0,2.0,17.0,5.0,6.0,3.0,6.0,1.0,10.0,9.0,67.8,32.2,2078.6,1852.3
Nations League 2022,2022-06-11,Romania,Finland,1.0,0.0,18.0,16.0,5.0,3.0,5.0,5.0,16.0,12.0,37.5,62.5,1659.9,1753.9
Nations League 2022,2022-06-11,Wales,Belgium,1.0,1.0,14.0,9.0,2.0,4.0,6.0,4.0,9.0,12.0,36.3,63.7,1866.8,2071.1
Nations League 2022,2022-06-11,Hungary,Germany,1.0,1.0,11.0,6.0,7.0,1.0,3.0,6.0,6.0,13.0,32.7,67.3,1817.2,2020.9
Nations League 2022,2022-06-12,North Macedonia,Gibraltar,4.0,0.0,19.0,4.0,8.0,2.0,7.0,1.0,7.0,7.0,71.2,28.8,1656.9,1168.4
Nations League 2022,2022-06-12,Norway,Sweden,3.0,2.0,11.0,14.0,5.0,4.0,4.0,5.0,16.0,8.0,53.8,46.2,1835.7,1818.1
Nations League 2022,2022-06-12,Northern Ireland,Cyprus,2.0,2.0,19.0,6.0,7.0,2.0,4.0,0.0,9.0,5.0,60.4,39.6,1582.4,1361.4
Nations League 2022,2022-06-12,Georgia,Bulgaria,0.0,0.0,16.0,3.0,2.0,1.0,10.0,0.0,8.0,11.0,61.8,38.2,1734.0,1501.9
Amistosos 2022-23,2022-06-12,Ecuador,Cape Verde,1.0,0.0,16.0,3.0,7.0,1.0,5.0,0.0,18.0,15.0,61.0,39.0,1912.1,1584.5
Amistosos 2022-23,2022-06-12,Iran,Algeria,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,1920.5,1801.6
Nations League 2022,2022-06-12,Malta,San Marino,1.0,0.0,23.0,5.0,5.0,0.0,11.0,1.0,9.0,15.0,72.7,27.3,1289.3,857.5
Nations League 2022,2022-06-12,Spain,Czech Republic,2.0,0.0,9.0,7.0,4.0,2.0,2.0,5.0,5.0,13.0,76.0,24.0,2098.0,1890.9
Nations League 2022,2022-06-12,Greece,Kosovo,2.0,0.0,14.0,5.0,3.0,0.0,6.0,5.0,10.0,12.0,59.3,40.7,1775.9,1590.8
Nations League 2022,2022-06-12,Slovenia,Serbia,2.0,2.0,7.0,14.0,5.0,6.0,1.0,2.0,17.0,11.0,42.6,57.4,1650.6,1903.7
Nations League 2022,2022-06-12,Switzerland,Portugal,1.0,0.0,5.0,20.0,2.0,8.0,0.0,10.0,9.0,13.0,42.5,57.5,1919.1,2089.7
Nations League 2022,2022-06-13,France,Croatia,0.0,1.0,17.0,4.0,4.0,3.0,7.0,3.0,12.0,10.0,53.8,46.2,2106.4,1881.2
Nations League 2022,2022-06-13,Denmark,Austria,2.0,0.0,15.0,9.0,6.0,2.0,5.0,4.0,9.0,13.0,53.4,46.6,2007.1,1830.8
Nations League 2022,2022-06-13,Russia,Albania,0.0,0.0,,,,,,,,,,,1805.6,1600.4
Nations League 2022,2022-06-13,Kazakhstan,Slovakia,2.0,1.0,7.0,17.0,3.0,5.0,0.0,8.0,16.0,15.0,30.5,69.5,1439.3,1688.2
Amistosos 2022-23,2022-06-13,Albania,Estonia,0.0,0.0,,,,,,,,,,,1600.4,1452.8
Nations League 2022,2022-06-13,Azerbaijan,Belarus,2.0,0.0,14.0,13.0,3.0,3.0,5.0,6.0,10.0,7.0,52.6,47.4,1327.2,1491.3
Nations League 2022,2022-06-13,Iceland,Israel,2.0,2.0,14.0,21.0,8.0,4.0,1.0,7.0,17.0,12.0,47.3,52.7,1599.8,1694.1
Amistosos 2022-23,2022-06-14,Japan,Tunisia,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1910.3,1753.0
Nations League 2022,2022-06-14,Germany,Italy,5.0,2.0,17.0,14.0,9.0,6.0,5.0,4.0,8.0,8.0,65.2,34.8,2013.6,2043.9
Nations League 2022,2022-06-14,Armenia,Scotland,1.0,4.0,9.0,14.0,4.0,7.0,4.0,7.0,11.0,11.0,30.0,70.0,1568.0,1720.2
Nations League 2022,2022-06-14,Moldova,Andorra,2.0,1.0,8.0,6.0,6.0,2.0,4.0,1.0,23.0,18.0,54.4,45.6,1246.4,1138.0
Nations League 2022,2022-06-14,England,Hungary,0.0,4.0,10.0,6.0,2.0,5.0,6.0,0.0,13.0,11.0,68.6,31.4,2050.9,1824.4
Nations League 2022,2022-06-14,Bosnia and Herzegovina,Finland,3.0,2.0,16.0,8.0,7.0,3.0,9.0,4.0,11.0,5.0,39.5,60.5,1673.2,1729.4
Amistosos 2022-23,2022-06-14,Ghana,Chile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641.9,1796.1
Amistosos 2022-23,2022-06-14,South Korea,Egypt,4.0,1.0,10.0,7.0,5.0,1.0,2.0,0.0,10.0,3.0,68.9,31.1,1889.8,1748.3
Amistosos 2022-23,2022-08-20,Ghana,Jamaica,0.0,0.0,,,,,,,,,,,1648.1,1681.5
Amistosos 2022-23,2022-08-20,Qatar,Morocco,2.0,2.0,,,,,,,,,,,1762.6,1833.8
Amistosos 2022-23,2022-08-23,Qatar,Ghana,2.0,1.0,,,,,,,,,,,1762.6,1648.1
Amistosos 2022-23,2022-08-23,Jamaica,Morocco,0.0,3.0,,,,,,,,,,,1681.5,1833.8
